橋梁ID,点検年1,BCI1,点検年2,BCI2,
1411,2014,97.4,2016,87.3,2
1412,2006,100,2012,97.9,6
1412,2012,97.9,2014,97.6,2
1412,2014,97.6,2016,87.5,2
1413,2008,100,2012,99.2,4
1413,2012,99.2,2014,98.7,2
1413,2014,98.7,2016,89.9,2
1414,2007,100,2012,98.9,5
1414,2012,98.9,2014,98,2
1414,2014,98,2016,88.6,2
1415,2008,100,2010,99.3,2
1415,2010,99.3,2012,98.8,2
1415,2012,98.8,2014,97.7,2
1415,2014,97.7,2016,89.5,2
1416,2008,100,2012,98.7,4
1416,2012,98.7,2014,98.4,2
1416,2014,98.4,2016,88,2
1417,2008,100,2012,98.7,4
1417,2012,98.7,2014,98.5,2
1417,2014,98.5,2016,88.2,2
1418,2009,100,2010,100,1
1418,2010,100,2012,99.3,2
1418,2012,99.3,2014,98.8,2
1418,2014,98.8,2016,91.9,2
1419,2009,100,2012,99.1,3
1419,2012,99.1,2014,98.5,2
1419,2014,98.5,2016,91.1,2
1420,2008,100,2012,99.1,4
1420,2012,99.1,2014,98.8,2
1420,2014,98.8,2016,90.1,2
1421,2008,100,2012,99,4
1421,2012,99,2014,98.6,2
1421,2014,98.6,2016,88.4,2
1422,2009,100,2012,99.3,3
1422,2012,99.3,2014,98.4,2
1422,2014,98.4,2016,91.2,2
1423,2010,100,2012,95,2
1423,2012,95,2014,91,2
1423,2014,91,2016,84.5,2
1424,2009,100,2012,98.9,3
1424,2012,98.9,2014,98.4,2
1424,2014,98.4,2016,91.2,2
1425,2009,100,2012,99.5,3
1425,2012,99.5,2014,98.5,2
1425,2014,98.5,2016,91.2,2
1426,2011,100,2012,99.7,1
1426,2012,99.7,2014,98.9,2
1426,2014,98.9,2016,92.9,2
1427,2010,100,2012,99.5,2
1427,2012,99.5,2014,99,2
1427,2014,99,2016,92.3,2
1428,2004,100,2006,98.6,2
1428,2008,99.4,2010,95.4,2
1428,2012,96.3,2014,95.6,2
1428,2014,95.6,2016,83.4,2
1429,2004,100,2006,99.3,2
1429,2006,99.3,2008,99.3,2
1429,2008,99.3,2010,98.4,2
1429,2010,98.4,2012,98.1,2
1429,2012,98.1,2014,97.7,2
1429,2014,97.7,2016,85.2,2
1430,2007,100,2012,98.2,5
1430,2014,98.4,2016,88.9,2
1431,2009,100,2012,99.6,3
1431,2012,99.6,2014,99.5,2
1431,2014,99.5,2016,92.1,2
1432,2009,100,2012,99.1,3
1432,2012,99.1,2014,98.5,2
1432,2014,98.5,2016,90.9,2
1433,2008,100,2012,99,4
1433,2012,99,2014,98.6,2
1433,2014,98.6,2016,89.4,2
1434,2010,100,2012,99.5,2
1434,2012,99.5,2014,98.9,2
1434,2014,98.9,2016,92.5,2
1435,2012,100,2014,99.6,2
1435,2014,99.6,2016,95.1,2
1436,2008,100,2012,99.2,4
1436,2012,99.2,2016,91.3,4
1437,2007,100,2012,98.5,5
1437,2012,98.5,2016,84.5,4
1438,2011,100,2012,99.9,1
1438,2012,99.9,2016,94.4,4
1439,2011,100,2012,99.9,1
1439,2012,99.9,2016,94.5,4
1440,1899,100,2010,36.9,111
1440,2012,100,2014,99.7,2
1441,2013,100,2014,99.5,1
1442,2012,100,2014,99.4,2
1443,2013,100,2014,99.8,1
1444,2008,100,2014,97.4,6
1444,2014,97.4,2016,90.5,2
1445,2001,28.1,2005,22.9,4
1445,2007,27.2,2008,24.4,1
1445,2008,24.4,2009,22.7,1
1445,2009,22.7,2010,21.7,1
1445,2012,98.5,2014,96.5,2
1445,2014,96.5,2016,92.3,2
1446,1978,100,2001,40,23
1446,2005,48,2009,44.4,4
1446,2009,44.4,2013,44.4,4
1446,2013,44.4,2015,44.4,2
1446,2015,44.4,2017,44.4,2
1447,1964,100,2001,54.4,37
1447,2005,65.9,2009,65.4,4
1447,2013,69,2015,58.7,2
1448,1960,100,2001,74,41
1448,2001,74,2005,63.7,4
1449,1972,100,2003,66.7,31
1449,2005,67.8,2007,64.7,2
1449,2007,64.7,2009,63.5,2
1449,2013,65.1,2015,64.8,2
1449,2015,64.8,2017,64.7,2
1450,2003,50.9,2004,45,1
1450,2004,45,2005,37.9,1
1450,2005,37.9,2006,36.7,1
1450,2006,36.7,2007,21.7,1
1450,2009,99.5,2010,99.2,1
1450,2010,99.2,2012,97.5,2
1450,2012,97.5,2014,94.4,2
1450,2014,94.4,2016,89.8,2
1451,1966,100,2003,66.2,37
1451,2005,70.8,2007,69.5,2
1451,2009,70.2,2011,69.1,2
1451,2011,69.1,2013,69,2
1451,2015,69.3,2017,69.3,2
1452,1983,100,2001,73.4,18
1452,2001,73.4,2003,69.1,2
1452,2003,69.1,2005,66.6,2
1452,2011,71.5,2013,71.4,2
1452,2015,72,2017,71.9,2
1453,1981,100,2001,54.4,20
1453,2003,73.4,2005,73.3,2
1453,2005,73.3,2007,67.5,2
1453,2013,70.9,2015,70.2,2
1454,1899,100,2001,41.8,102
1454,2001,41.8,2005,26.6,4
1454,2005,26.6,2009,24.7,4
1454,2015,31.3,2017,25.7,2
1455,2001,75,2005,53.3,4
1455,2005,53.3,2009,19.8,4
1455,2013,38,2015,35.3,2
1456,1899,100,2001,45.2,102
1456,2001,45.2,2005,30.1,4
1456,2007,44.4,2009,30.6,2
1456,2009,30.6,2011,28.8,2
1456,2013,31.7,2015,31.5,2
1456,2015,31.5,2017,31.5,2
1457,1899,100,2001,99.6,102
1457,2001,99.6,2005,53.8,4
1457,2009,72.9,2013,69.9,4
1457,2015,71.9,2017,71.1,2
1458,1899,100,2001,46.7,102
1458,2001,46.7,2005,44.5,4
1458,2009,45.2,2013,44.3,4
1459,1899,100,2001,0.6,102
1459,2015,70.4,2017,70.1,2
1460,1899,100,2001,74.8,102
1460,2001,74.8,2005,67.9,4
1460,2009,73.9,2013,73.9,4
1460,2013,73.9,2014,73.9,1
1460,2014,73.9,2015,73.1,1
1461,1899,100,2001,70.9,102
1461,2001,70.9,2005,65.5,4
1461,2013,71,2017,70.7,4
1462,1899,100,2001,71.8,102
1462,2001,71.8,2005,66,4
1462,2009,73.6,2013,71,4
1463,1899,100,2001,62,102
1463,2001,62,2005,48.1,4
1463,2009,67.1,2011,67.1,2
1463,2011,67.1,2013,63.9,2
1463,2013,63.9,2015,28.7,2
1463,2015,28.7,2017,28.5,2
1464,1899,100,2001,73.8,102
1464,2001,73.8,2005,57.1,4
1464,2009,72.9,2013,71.4,4
1464,2013,71.4,2017,71.2,4
1465,1899,100,2001,72.5,102
1465,2001,72.5,2005,64.9,4
1465,2005,64.9,2009,60.5,4
1465,2013,63.1,2015,63.1,2
1465,2015,63.1,2017,63.1,2
1466,1899,100,2001,43.3,102
1466,2001,43.3,2005,43.3,4
1466,2009,45.9,2013,45.5,4
1466,2013,45.5,2015,40.6,2
1466,2015,40.6,2017,40.6,2
1467,1899,100,2001,87.4,102
1467,2001,87.4,2005,56.1,4
1467,2009,56.3,2013,54.7,4
1467,2013,54.7,2015,54.7,2
1467,2015,54.7,2017,54.7,2
1468,1984,100,2001,74.8,17
1468,2001,74.8,2005,73.7,4
1468,2005,73.7,2009,73.4,4
1468,2013,74.8,2017,71.5,4
1469,1899,100,2001,75,102
1469,2001,75,2005,61.1,4
1469,2009,65.2,2013,65,4
1469,2013,65,2015,65,2
1470,1899,100,2001,74.1,102
1470,2001,74.1,2005,67.1,4
1470,2009,73.3,2013,71.5,4
1471,2001,74.9,2005,69.6,4
1471,2005,69.6,2009,26.7,4
1471,2009,26.7,2013,25.4,4
1471,2013,25.4,2015,20.3,2
1472,1899,100,2001,71.9,102
1472,2001,71.9,2005,52.4,4
1472,2005,52.4,2009,51.9,4
1472,2015,73.1,2017,73.1,2
1473,2009,32.9,2011,32,2
1473,2011,32,2013,32,2
1474,1985,100,2001,55.4,16
1474,2001,55.4,2005,50.7,4
1474,2009,65.4,2013,63.1,4
1474,2015,64.4,2017,62.7,2
1475,1985,100,2001,75,16
1475,2001,75,2005,55,4
1475,2005,55,2009,53.9,4
1475,2009,53.9,2013,52.5,4
1475,2013,52.5,2015,50.7,2
1475,2015,50.7,2017,50.7,2
1476,1899,100,2001,75,102
1476,2001,75,2005,44,4
1476,2009,51.4,2013,50.3,4
1476,2013,50.3,2014,45.3,1
1476,2014,45.3,2015,25.1,1
1476,2016,31,2017,31,1
1477,1899,100,2001,75,102
1477,2001,75,2005,48.4,4
1477,2005,48.4,2007,39.6,2
1477,2007,39.6,2009,39.6,2
1477,2009,39.6,2011,39.6,2
1477,2011,39.6,2013,39.5,2
1477,2015,39.6,2017,39.6,2
1478,1899,100,2001,58.2,102
1478,2001,58.2,2005,41.8,4
1478,2009,47.4,2013,46.5,4
1478,2015,51.2,2017,51.2,2
1479,1980,100,2005,64.5,25
1479,2009,70.2,2011,64.6,2
1479,2011,64.6,2013,64.1,2
1479,2013,64.1,2015,63.4,2
1479,2015,63.4,2017,61.4,2
1480,1980,100,2005,87.3,25
1480,2007,90.4,2009,78.3,2
1480,2009,78.3,2011,77.3,2
1480,2011,77.3,2013,70.2,2
1481,1899,100,2005,46.7,106
1481,2005,46.7,2007,43.9,2
1481,2011,57.9,2013,50.3,2
1481,2013,50.3,2015,36,2
1481,2015,36,2017,36,2
1482,1982,100,2004,64.6,22
1482,2006,72.3,2007,31.9,1
1482,2007,31.9,2009,30.8,2
1482,2009,30.8,2011,28.9,2
1482,2011,28.9,2013,28.3,2
1482,2013,28.3,2015,28,2
1482,2015,28,2017,28,2
1483,1982,100,2004,65.8,22
1483,2006,75,2007,75,1
1483,2007,75,2009,68.3,2
1483,2009,68.3,2011,68,2
1483,2011,68,2013,67.6,2
1483,2013,67.6,2015,67.1,2
1484,1982,100,2004,38.7,22
1484,2006,66.4,2007,60,1
1484,2007,60,2009,53.6,2
1484,2011,57.4,2013,57.2,2
1484,2013,57.2,2015,56,2
1485,1982,100,2006,75,24
1485,2006,75,2007,75,1
1485,2007,75,2009,69.9,2
1485,2011,71.2,2013,70.9,2
1485,2013,70.9,2015,70.1,2
1485,2015,70.1,2017,70.1,2
1486,1980,100,2003,75,23
1486,2003,75,2005,75,2
1486,2005,75,2007,75,2
1486,2007,75,2009,74.8,2
1486,2009,74.8,2013,74.1,4
1486,2013,74.1,2015,74.1,2
1486,2015,74.1,2017,74.1,2
1487,1958,100,2000,58.4,42
1487,2000,58.4,2004,55.3,4
1487,2006,64.3,2007,63,1
1487,2011,67.2,2013,66.5,2
1487,2013,66.5,2015,66,2
1487,2015,66,2017,63.7,2
1488,1993,100,2001,74.8,8
1488,2001,74.8,2003,74.8,2
1488,2003,74.8,2005,74.7,2
1488,2005,74.7,2007,74.7,2
1488,2009,88.1,2011,87.9,2
1488,2011,87.9,2013,87.8,2
1488,2013,87.8,2015,83.5,2
1488,2015,83.5,2017,74.6,2
1489,1978,100,2001,74.2,23
1489,2003,75,2005,75,2
1489,2005,75,2007,73.7,2
1489,2007,73.7,2009,73.4,2
1489,2009,73.4,2011,70.1,2
1489,2011,70.1,2013,69.8,2
1489,2013,69.8,2015,64.3,2
1489,2015,64.3,2017,64.3,2
1490,1991,100,2003,75,12
1490,2003,75,2005,75,2
1490,2005,75,2007,75,2
1490,2007,75,2009,75,2
1490,2009,75,2013,75,4
1490,2013,75,2015,75,2
1490,2015,75,2017,74.9,2
1491,2003,67.4,2004,61.5,1
1491,2008,99,2010,98.6,2
1492,2003,22.5,2004,21.3,1
1492,2008,99.6,2010,96.3,2
1492,2010,96.3,2012,95.4,2
1492,2012,95.4,2014,95.1,2
1492,2014,95.1,2016,84.2,2
1493,1961,100,2003,38.3,42
1493,2003,38.3,2004,35.9,1
1493,2006,54.4,2008,53.5,2
1493,2010,54.3,2012,52.1,2
1493,2012,52.1,2014,51.3,2
1494,1992,100,2003,78.1,11
1494,2003,78.1,2004,74.9,1
1494,2004,74.9,2006,71.8,2
1494,2010,75.2,2012,74.9,2
1494,2014,77.5,2016,72.6,2
1495,1979,100,2003,73.2,24
1495,2003,73.2,2004,70.8,1
1495,2006,71.5,2008,71.5,2
1495,2008,71.5,2010,71.1,2
1495,2010,71.1,2012,71.1,2
1495,2012,71.1,2014,69.9,2
1495,2014,69.9,2016,69.1,2
1496,1999,100,2001,83.3,2
1496,2003,98.3,2005,96.4,2
1496,2008,98.3,2010,97.2,2
1496,2010,97.2,2012,95,2
1496,2012,95,2014,94.4,2
1496,2014,94.4,2016,80.1,2
1497,1989,100,2003,93.3,14
1497,2003,93.3,2004,92.9,1
1497,2004,92.9,2006,90.3,2
1497,2006,90.3,2008,89.8,2
1497,2008,89.8,2010,89.6,2
1497,2010,89.6,2012,85.6,2
1497,2012,85.6,2014,81.2,2
1497,2014,81.2,2016,73.9,2
1498,2008,99.7,2010,98.7,2
1498,2010,98.7,2012,98.5,2
1498,2012,98.5,2014,98.4,2
1498,2014,98.4,2016,96.6,2
1499,1960,100,2014,73.8,54
1499,2014,73.8,2016,73.8,2
1500,1981,100,2003,98.4,22
1500,2003,98.4,2004,94,1
1500,2004,94,2006,77.2,2
1500,2006,77.2,2008,67.8,2
1500,2008,67.8,2010,44.4,2
1500,2012,67.3,2014,67.2,2
1500,2014,67.2,2016,66.3,2
1501,2003,72.4,2005,72.3,2
1501,2005,72.3,2007,56.5,2
1501,2007,56.5,2008,56.5,1
1501,2008,56.5,2010,56.3,2
1501,2010,56.3,2012,54.8,2
1501,2014,99.7,2016,96,2
1502,1994,100,2003,65,9
1502,2003,65,2004,65,1
1502,2006,85.2,2008,78.4,2
1502,2008,78.4,2010,76.8,2
1502,2010,76.8,2012,71.9,2
1502,2012,71.9,2014,70.7,2
1503,1988,100,2003,90.5,15
1503,2003,90.5,2004,90.5,1
1503,2004,90.5,2006,87.3,2
1503,2006,87.3,2008,87.1,2
1503,2008,87.1,2010,84.2,2
1503,2010,84.2,2012,80.2,2
1503,2012,80.2,2014,80.2,2
1503,2014,80.2,2016,79.2,2
1504,1987,100,2003,96.2,16
1504,2003,96.2,2004,96,1
1504,2004,96,2006,94.9,2
1504,2006,94.9,2008,92.8,2
1504,2008,92.8,2010,92.7,2
1504,2010,92.7,2012,89,2
1504,2012,89,2014,74.2,2
1504,2014,74.2,2016,74.1,2
1505,1957,100,2003,72.1,46
1505,2003,72.1,2005,72.1,2
1505,2005,72.1,2007,70.2,2
1505,2007,70.2,2008,69.8,1
1505,2008,69.8,2010,69.6,2
1505,2012,72.5,2014,71.5,2
1505,2014,71.5,2016,71.2,2
1506,1966,100,2003,72.6,37
1506,2003,72.6,2005,65.7,2
1506,2008,67.5,2010,67.3,2
1506,2010,67.3,2012,66.2,2
1506,2012,66.2,2014,66.2,2
1506,2014,66.2,2016,65.1,2
1507,2003,74.6,2005,72.2,2
1507,2007,74.7,2008,74.4,1
1507,2008,74.4,2010,73.2,2
1507,2010,73.2,2012,73.2,2
1507,2014,99.6,2016,95.1,2
1508,1970,100,2003,74.6,33
1508,2003,74.6,2005,74.6,2
1508,2005,74.6,2007,62.9,2
1508,2008,69.2,2010,68.7,2
1508,2010,68.7,2014,67.9,4
1508,2014,67.9,2016,67.6,2
1509,1966,100,2003,75,37
1509,2003,75,2004,75,1
1509,2004,75,2006,73.2,2
1509,2006,73.2,2008,73.1,2
1509,2008,73.1,2010,73,2
1509,2012,73.6,2014,72.1,2
1510,1968,100,2001,70.2,33
1510,2003,71.2,2005,71.2,2
1510,2007,71.8,2009,70.8,2
1510,2009,70.8,2011,70.8,2
1510,2013,93.4,2015,92.7,2
1510,2015,92.7,2017,87.2,2
1511,1965,100,2000,65.6,35
1511,2000,65.6,2004,61.3,4
1511,2006,65.8,2007,64.2,1
1511,2009,64.4,2011,62.1,2
1511,2011,62.1,2013,60.6,2
1511,2013,60.6,2015,60.3,2
1512,2003,57,2005,51.8,2
1512,2007,53.8,2009,52,2
1512,2009,52,2011,52,2
1512,2013,99.3,2015,98.2,2
1512,2015,98.2,2017,91.4,2
1513,2003,74.4,2005,74.2,2
1513,2005,74.2,2007,68.7,2
1513,2007,68.7,2009,65.6,2
1513,2009,65.6,2011,65,2
1513,2013,99.9,2017,94.7,4
1514,2003,62.7,2004,55.3,1
1514,2010,74.1,2012,73.9,2
1514,2012,73.9,2014,73.5,2
1514,2014,73.5,2016,73.5,2
1515,1980,100,2003,60.8,23
1515,2008,69,2010,68.9,2
1515,2010,68.9,2012,67.8,2
1515,2014,76.1,2016,73.4,2
1516,1977,100,2003,63.8,26
1516,2003,63.8,2004,59.7,1
1516,2010,70.3,2012,69.5,2
1516,2012,69.5,2014,67.9,2
1516,2014,67.9,2016,67.2,2
1517,1977,100,2003,56.3,26
1517,2003,56.3,2004,53.2,1
1517,2006,68.4,2008,68,2
1517,2008,68,2010,66.6,2
1517,2010,66.6,2012,66.5,2
1517,2012,66.5,2014,64.9,2
1517,2014,64.9,2016,64.5,2
1518,1977,100,2003,72.9,26
1518,2006,73.5,2008,73.1,2
1518,2008,73.1,2010,72.7,2
1518,2010,72.7,2012,72.5,2
1518,2012,72.5,2014,71.6,2
1518,2014,71.6,2016,70.9,2
1519,1980,100,2003,66.3,23
1519,2006,72.4,2008,72.4,2
1519,2008,72.4,2010,71.6,2
1519,2010,71.6,2012,71.3,2
1519,2012,71.3,2014,71,2
1519,2014,71,2016,70,2
1520,1980,100,2003,72.7,23
1520,2003,72.7,2004,72.4,1
1520,2006,73.3,2008,73.3,2
1520,2008,73.3,2010,72.8,2
1520,2010,72.8,2012,72.3,2
1520,2012,72.3,2014,72.2,2
1520,2014,72.2,2016,71.8,2
1521,1980,100,2003,74.4,23
1521,2004,74.5,2006,73.7,2
1521,2006,73.7,2008,73.7,2
1521,2008,73.7,2010,73.4,2
1521,2010,73.4,2012,73.3,2
1521,2012,73.3,2014,73.3,2
1521,2014,73.3,2016,73.2,2
1522,1980,100,2003,73.4,23
1522,2004,74.9,2006,74.8,2
1522,2006,74.8,2008,74.7,2
1522,2008,74.7,2010,74.6,2
1522,2010,74.6,2014,74.5,4
1522,2014,74.5,2016,74.5,2
1523,1980,100,2003,66.2,23
1523,2006,72.9,2008,72.1,2
1523,2008,72.1,2010,71.8,2
1523,2010,71.8,2012,71.2,2
1523,2012,71.2,2014,70.5,2
1523,2014,70.5,2016,70.3,2
1524,1993,100,2003,94.7,10
1524,2003,94.7,2004,88.1,1
1524,2006,97,2008,94.6,2
1524,2008,94.6,2010,93.1,2
1524,2010,93.1,2012,89.9,2
1524,2012,89.9,2014,89.8,2
1524,2014,89.8,2016,81.9,2
1525,1993,100,2003,96.1,10
1525,2003,96.1,2004,95.7,1
1525,2006,97.3,2008,96.4,2
1525,2008,96.4,2010,94.1,2
1525,2010,94.1,2012,89.2,2
1525,2012,89.2,2014,89,2
1525,2014,89,2016,82,2
1526,1985,100,2003,72.9,18
1526,2003,72.9,2004,72.8,1
1526,2006,73.1,2008,73.1,2
1526,2008,73.1,2010,73.1,2
1526,2012,75.3,2014,74.3,2
1526,2014,74.3,2016,73.1,2
1527,1985,100,2003,71.9,18
1527,2003,71.9,2004,71.7,1
1527,2006,84.1,2008,83.1,2
1527,2008,83.1,2010,80.9,2
1527,2010,80.9,2012,78.3,2
1527,2012,78.3,2014,77.8,2
1527,2014,77.8,2016,76.2,2
1528,1984,100,2003,70.2,19
1528,2003,70.2,2004,70.2,1
1528,2008,79.2,2010,79.2,2
1528,2010,79.2,2012,78.1,2
1528,2012,78.1,2014,77.7,2
1528,2014,77.7,2016,75.1,2
1529,1973,100,2003,49.2,30
1529,2006,74.9,2008,74.9,2
1529,2008,74.9,2010,74.3,2
1529,2010,74.3,2012,73.8,2
1529,2012,73.8,2014,73.4,2
1529,2014,73.4,2016,73.4,2
1530,2006,75,2007,67.1,1
1530,2007,67.1,2009,53,2
1530,2009,53,2011,51.5,2
1530,2013,97.1,2017,69.1,4
1531,1975,100,2006,71.4,31
1531,2007,71.5,2009,57.1,2
1531,2009,57.1,2011,56.5,2
1531,2011,56.5,2013,55,2
1531,2013,55,2015,51,2
1531,2015,51,2017,51,2
1532,2000,100,2004,71.5,4
1532,2006,98.2,2007,89,1
1532,2007,89,2009,87.8,2
1532,2009,87.8,2011,87.7,2
1533,1987,100,2004,66.6,17
1533,2007,74.8,2009,63.5,2
1533,2011,71.4,2013,71.2,2
1533,2013,71.2,2015,71,2
1533,2015,71,2017,70.4,2
1534,1981,100,2004,53.9,23
1534,2006,69.5,2007,68.7,1
1534,2007,68.7,2009,59.5,2
1534,2009,59.5,2011,55.5,2
1534,2011,55.5,2013,55.4,2
1534,2013,55.4,2015,54.8,2
1535,1981,100,2004,50.2,23
1535,2006,75,2007,75,1
1535,2007,75,2009,73.7,2
1535,2011,74.2,2015,74.2,4
1535,2015,74.2,2017,70.6,2
1536,1994,100,2003,95.3,9
1536,2003,95.3,2004,94.2,1
1536,2006,96.8,2008,92.4,2
1536,2008,92.4,2010,90.8,2
1536,2012,91.5,2014,91,2
1536,2014,91,2016,87.6,2
1537,2003,73.6,2004,69.5,1
1537,2006,69.9,2008,52.8,2
1537,2008,52.8,2010,52,2
1537,2010,52,2012,49.6,2
1537,2014,96.7,2016,94.8,2
1538,1995,100,2003,100,8
1538,2003,100,2005,99.7,2
1538,2005,99.7,2007,99.6,2
1538,2007,99.6,2008,99.2,1
1538,2008,99.2,2010,98.6,2
1538,2010,98.6,2014,98.5,4
1539,2005,73.8,2007,68.8,2
1539,2007,68.8,2008,67.5,1
1539,2012,92.3,2016,92.1,4
1540,2003,40,2004,2.7,1
1540,2006,68.6,2008,68,2
1540,2008,68,2010,65.6,2
1540,2012,96.1,2016,92.4,4
1541,1948,100,2003,63.5,55
1541,2004,70.5,2006,68.5,2
1541,2006,68.5,2008,67.1,2
1541,2008,67.1,2010,66.8,2
1541,2012,73,2014,69.8,2
1541,2014,69.8,2016,68.1,2
1542,2004,98.9,2006,98.8,2
1542,2006,98.8,2008,98.7,2
1542,2008,98.7,2010,97.7,2
1543,2003,65.1,2004,65.1,1
1543,2006,74.8,2008,3.6,2
1543,2010,5,2012,1.6,2
1543,2014,99.4,2016,97.3,2
1544,2003,75,2004,75,1
1544,2004,75,2006,74.6,2
1544,2006,74.6,2008,27.9,2
1544,2014,99.8,2016,99.2,2
1545,2003,68.5,2004,68.5,1
1545,2004,68.5,2006,56,2
1545,2006,56,2008,33.3,2
1545,2008,33.3,2010,33.3,2
1545,2010,33.3,2012,2,2
1545,2014,99.6,2016,98.9,2
1546,2003,100,2004,97.5,1
1546,2006,99.1,2008,96.4,2
1546,2008,96.4,2010,94.4,2
1546,2010,94.4,2014,91.8,4
1547,1946,100,2003,73.4,57
1547,2003,73.4,2004,72.9,1
1547,2004,72.9,2006,66.7,2
1547,2006,66.7,2008,66.7,2
1547,2008,66.7,2010,63.6,2
1547,2010,63.6,2012,63.4,2
1547,2014,65,2016,63.4,2
1548,1994,100,2003,75,9
1548,2003,75,2004,74.5,1
1548,2004,74.5,2006,74.4,2
1548,2008,74.8,2010,74.7,2
1548,2014,75,2016,74.9,2
1549,1990,100,2003,73.5,13
1549,2003,73.5,2004,73.5,1
1549,2006,74,2008,72.9,2
1549,2008,72.9,2010,72.3,2
1549,2010,72.3,2014,70.9,4
1549,2014,70.9,2016,70.2,2
1550,1969,100,2003,72.1,34
1550,2008,77.9,2010,74.5,2
1550,2010,74.5,2014,74.5,4
1551,1980,100,2003,58.9,23
1551,2003,58.9,2004,58.9,1
1551,2004,58.9,2006,54.1,2
1551,2006,54.1,2008,46.6,2
1551,2008,46.6,2010,46.4,2
1551,2010,46.4,2012,43.1,2
1551,2012,43.1,2014,40.6,2
1552,1984,100,2003,75,19
1552,2003,75,2004,75,1
1552,2006,94.3,2008,74.8,2
1552,2008,74.8,2010,73.8,2
1552,2010,73.8,2014,72.7,4
1552,2014,72.7,2016,69.9,2
1553,2003,51.9,2004,51.3,1
1553,2004,51.3,2006,41.9,2
1553,2008,42.4,2010,38.4,2
1553,2010,38.4,2012,34.8,2
1553,2014,99.8,2016,97.4,2
1554,2003,49.3,2004,49.3,1
1554,2004,49.3,2006,10.1,2
1554,2008,10.8,2010,9.9,2
1554,2010,9.9,2012,6.1,2
1554,2014,99.1,2016,97.4,2
1555,2004,69.6,2006,68.7,2
1555,2006,68.7,2008,67.9,2
1555,2012,99.7,2016,91.2,4
1556,2007,99.9,2009,99.8,2
1556,2009,99.8,2013,98.9,4
1556,2013,98.9,2017,89.3,4
1557,1958,100,2003,64.5,45
1557,2003,64.5,2004,64.5,1
1557,2008,75.4,2010,75,2
1557,2010,75,2014,74.9,4
1557,2014,74.9,2016,74.9,2
1558,1948,100,2003,70.1,55
1558,2005,71.9,2007,62.4,2
1558,2007,62.4,2008,61.5,1
1558,2012,74,2014,73.6,2
1558,2014,73.6,2016,72.6,2
1559,1930,100,2003,75.4,73
1559,2003,75.4,2004,73.6,1
1559,2006,75,2008,72.6,2
1559,2008,72.6,2010,72.6,2
1559,2010,72.6,2014,71.7,4
1560,1955,100,2003,41.8,48
1560,2003,41.8,2004,3.8,1
1560,2006,73.5,2008,73.5,2
1560,2008,73.5,2010,71.6,2
1560,2014,71.8,2016,71.8,2
1561,2009,100,2012,98.9,3
1561,2012,98.9,2014,98.3,2
1561,2014,98.3,2016,90.8,2
1562,2009,100,2012,99.2,3
1562,2012,99.2,2014,98.8,2
1562,2014,98.8,2016,91.5,2
1563,2009,100,2012,99.1,3
1563,2012,99.1,2014,97.8,2
1563,2014,97.8,2016,91.3,2
1564,2008,100,2012,98.8,4
1564,2012,98.8,2014,98.6,2
1564,2014,98.6,2016,96.4,2
1565,2008,100,2012,98.8,4
1565,2012,98.8,2014,98.6,2
1565,2014,98.6,2016,90.1,2
1566,2010,100,2012,98.9,2
1566,2012,98.9,2014,96.4,2
1566,2014,96.4,2016,93.3,2
1567,2010,100,2012,99.2,2
1567,2012,99.2,2014,97.9,2
1567,2014,97.9,2016,95.7,2
1568,2010,100,2012,99,2
1568,2012,99,2014,98.2,2
1568,2014,98.2,2016,91.9,2
1569,2010,100,2012,98.6,2
1569,2012,98.6,2014,97.9,2
1569,2014,97.9,2016,91.5,2
1570,2008,100,2012,98.6,4
1570,2012,98.6,2014,98,2
1570,2014,98,2016,96,2
1571,2009,100,2012,99.1,3
1571,2012,99.1,2014,98.9,2
1571,2014,98.9,2016,91.3,2
1572,2006,100,2010,99.4,4
1572,2010,99.4,2012,97.1,2
1572,2012,97.1,2014,96.8,2
1572,2014,96.8,2016,86.5,2
1573,2006,100,2010,99.4,4
1573,2010,99.4,2012,98.8,2
1573,2012,98.8,2014,98.5,2
1573,2014,98.5,2016,87.2,2
1574,2007,100,2012,98.5,5
1574,2012,98.5,2014,98.3,2
1574,2014,98.3,2016,88.5,2
1575,2009,100,2012,97.5,3
1575,2012,97.5,2014,96.7,2
1575,2014,96.7,2016,86.6,2
1576,2009,100,2012,97.4,3
1576,2012,97.4,2014,96.3,2
1576,2014,96.3,2016,86.4,2
1577,2009,100,2010,100,1
1577,2010,100,2012,98.7,2
1577,2012,98.7,2014,98,2
1577,2014,98,2016,90.3,2
1578,2008,100,2010,99,2
1578,2010,99,2012,98.7,2
1578,2014,99.2,2016,91,2
1579,2010,100,2012,99.3,2
1579,2012,99.3,2014,98.5,2
1579,2014,98.5,2016,91.7,2
1580,2008,100,2010,98.9,2
1580,2010,98.9,2012,98.5,2
1580,2014,98.8,2016,92.1,2
1581,2010,100,2012,99.1,2
1581,2012,99.1,2014,98.8,2
1581,2014,98.8,2016,91.8,2
1582,2009,100,2012,97.8,3
1582,2012,97.8,2014,97.5,2
1582,2014,97.5,2016,88.4,2
1583,1993,100,2006,74.1,13
1583,2010,77.2,2014,76.5,4
1583,2014,76.5,2016,74.2,2
1584,2008,100,2012,98.4,4
1584,2012,98.4,2016,91.8,4
1585,2010,100,2012,99.7,2
1585,2012,99.7,2014,99.5,2
