2,2,5.156164383561645
2,2,4.80821917808219
2,2,5.019178082191779
2,2,7.249315068493146
2,2,1.9013698630136986
2,2,5.515068493150693
2,2,4.80821917808219
2,2,5.019178082191779
2,2,7.249315068493146
2,2,1.9013698630136986
2,2,5.515068493150693
1,2,5.156164383561645
2,2,4.80821917808219
2,2,5.019178082191779
2,2,7.219178082191789
2,2,1.9315068493150562
2,2,5.515068493150693
1,1,5.156164383561643
1,2,4.808219178082192
2,2,5.019178082191782
2,2,7.24931506849315
2,2,2.0821917808219155
2,2,5.556164383561644
2,2,4.964383561643835
2,2,5.041095890410958
1,2,2.7232876712328746
2,2,5.887671232876713
2,2,6.2547945205479465
1,2,6.153424657534245
2,2,5.150684931506849
2,2,6.073972602739726
2,2,5.2027397260273975
1,1,5.030136986301368
1,1,5.073972602739726
1,2,6.147945205479452
2,2,5.846575342465751
2,2,5.580821917808223
2,2,4.350684931506848
2,2,5.728767123287675
2,2,4.5671232876712295
2,2,5.969863013698628
2,2,6.309589041095897
1,1,5.060273972602744
1,1,5.605479452054794
1,1,5.843835616438355
2,2,5.060273972602744
2,2,5.605479452054794
2,2,5.843835616438355
1,1,4.895890410958904
1,1,5.035616438356165
1,2,5.057534246575344
2,2,5.060273972602737
2,2,5.5863013698630155
2,2,5.849315068493151
1,1,4.895890410958904
1,1,5.035616438356165
1,2,5.057534246575344
1,2,5.060273972602737
2,2,5.5863013698630155
2,3,5.646575342465756
1,1,5.035616438356165
1,2,4.235616438356164
2,2,5.882191780821916
2,2,5.5863013698630155
2,3,5.646575342465756
2,2,5.109589041095887
2,2,4.81369863013699
2,2,5.035616438356165
2,2,6.7342465753424605
2,2,6.342465753424662
1,1,5.131506849315066
1,1,4.816438356164387
1,1,5.038356164383558
1,1,0.0027397260274000246
1,1,6.728767123287668
1,1,6.641095890410959
2,2,5.027397260273972
2,2,4.219178082191782
2,2,6.115068493150687
2,2,3.4082191780821915
2,2,5.506849315068493
1,1,5.43561643835616
1,1,4.224657534246582
1,1,5.983561643835614
1,2,3.476712328767121
2,2,5.342465753424662
1,1,5.43561643835616
1,1,4.224657534246582
1,1,5.983561643835614
1,2,3.476712328767121
2,4,3.536986301369865
2,2,4.720547945205478
2,2,5.0136986301369895
1,1,5.4109589041095845
1,2,4.030136986301372
2,3,6.213698630136989
1,1,4.736986301369868
1,2,4.939726027397256
2,2,4.997260273972607
2,5,5.216438356164375
2,4,5.2383561643835606
3,3,6.224657534246589
2,3,5.61643835616438
2,2,4.2547945205479465
2,2,5.994520547945207
2,2,3.123287671232873
1,1,5.1205479452054785
1,1,0.04657534246575423
1,2,4.213698630136989
2,2,6.0767123287671225
2,2,9.402739726027406
2,2,4.964383561643828
2,2,5.120547945205487
2,2,0.046575342465743574
2,2,4.213698630136989
2,2,6.07671232876713
2,2,9.843835616438355
2,2,4.93150684931507
2,2,4.695890410958903
2,2,6.454794520547949
1,2,5.07123287671233
2,3,4.989041095890414
3,3,5.715068493150682
3,3,4.471232876712321
3,4,5.926027397260285
2,2,4.87123287671233
2,2,5.213698630136982
2,2,5.2547945205479465
2,2,6.660273972602738
2,2,6.241095890410961
2,2,4.827397260273969
2,2,4.824657534246576
2,2,5.0794520547945226
2,2,5.347945205479448
2,3,5.468493150684935
3,4,5.904109589041099
1,1,4.9972602739726
1,2,5.838356164383562
2,2,5.876712328767127
2,2,4.7561643835616465
2,2,5.038356164383558
2,3,6.750684931506854
2,2,5.131506849315066
2,2,4.7534246575342465
2,2,5.041095890410958
2,2,6.750684931506854
2,2,6.356164383561641
2,2,5.619178082191787
2,2,4.30958904109589
1,1,4.553424657534251
1,2,5.936986301369863
2,2,6.358904109589034
1,1,4.575342465753426
1,1,4.975342465753425
1,1,4.18904109589041
1,2,5.605479452054794
2,2,5.090410958904108
2,2,4.983561643835618
2,2,4.967123287671235
2,2,4.9041095890410915
1,3,5.742465753424661
1,1,5.090410958904108
1,2,4.983561643835618
2,2,4.967123287671235
2,2,4.213698630136982
2,3,6.317808219178083
1,2,5.090410958904108
2,2,4.983561643835618
2,2,4.967123287671235
2,2,4.213698630136982
2,2,0.6904109589041099
2,2,5.742465753424661
2,2,4.967123287671232
2,2,4.210958904109592
2,2,3.0657534246575295
2,2,5.62465753424658
1,1,4.931506849315069
1,1,5.0027397260273965
1,1,5.81095890410959
1,2,5.684931506849313
2,3,5.775342465753425
1,1,5.635616438356165
1,1,4.912328767123286
1,2,5.93972602739726
2,2,5.339726027397262
1,1,5.008219178082191
1,1,5.789041095890413
1,1,5.652054794520545
1,2,5.832876712328769
2,2,4.9972602739726
2,2,4.9287671232876775
2,2,5.043835616438351
2,2,5.745205479452061
2,2,5.9260273972602775
1,2,4.9972602739726
2,2,4.9287671232876775
2,2,5.043835616438351
2,2,5.7479452054794535
2,2,5.923287671232885
1,1,9.926027397260277
1,1,5.043835616438351
1,1,5.7479452054794535
1,1,5.9232876712328775
1,1,4.967123287671228
1,1,4.93150684931507
1,1,5.041095890410958
1,1,5.7479452054794535
1,1,5.9205479452054774
2,3,4.967123287671228
3,3,4.93150684931507
3,3,5.041095890410958
1,2,5.9178082191780845
2,2,5.399999999999999
2,2,5.038356164383565
2,2,4.830136986301369
2,3,5.416438356164377
2,3,5.364383561643834
1,2,4.9972602739726035
2,2,5.041095890410958
2,2,4.909589041095892
2,2,5.813698630136987
2,2,5.679452054794517
1,1,6.561643835616437
1,1,4.073972602739726
1,1,4.950684931506853
1,1,6.312328767123283
1,2,5.043835616438358
1,1,5.4219178082191775
1,1,5.019178082191781
1,2,4.9972602739726035
2,2,4.528767123287672
2,2,6.846575342465755
2,2,5.0
1,2,5.638356164383566
2,2,4.947945205479449
2,2,5.057534246575344
2,2,4.5835616438356155
2,2,6.0
2,2,6.271232876712325
1,1,5.671232876712329
1,1,4.895890410958904
1,1,5.945205479452056
