lable,Sample ID,Inspection Time of Prestate,Inspection Time of PostState IRI,Pre-State IRI,Post-State IRI,Inspection Post time for Sneff,Sneff ,,,Construction year,Functional inspection year,Structural inspection year,Number of samples,&,,,,,,,,
1,224,2009,2021,1,1.752495905,2017,4.511650916,2009&2021&2017,,,,,,,,,,,,,,
1,225,2009,2021,1,1.349838694,2017,3.817867144,2009&2021&2017,,,,,,,,,,,,,,
1,226,2009,2021,1,1.432069372,2017,4.067475163,2009&2021&2017,,,,,,,,,,,,,,
1,227,2009,2021,1,1.228446995,2017,3.232940474,2009&2021&2017,,,,,,,,,,,,,,
1,228,2009,2021,1,5.763302977,2017,2.474051891,2009&2021&2017,,,,,,,,,,,,,,
1,229,2009,2021,1,1.195506102,2017,3.95269861,2009&2021&2017,,,,,,,,,,,,,,
1,230,2009,2021,1,1.4520498,2017,3.773301483,2009&2021&2017,,,,,,,,,,,,,,
1,231,2009,2021,1,1.357045997,2017,3.441351008,2009&2021&2017,,,,,,,,,,,,,,
1,232,2009,2021,1,1.336130229,2017,3.621916299,2009&2021&2017,,,,,,,,,,,,,,
1,233,2009,2021,1,2.782988984,2017,4.437939163,2009&2021&2017,,,,,,,,,,,,,,
1,234,2009,2021,1,1.899657502,2017,3.487142262,2009&2021&2017,,,,,,,,,,,,,,
1,235,2009,2021,1,2.387899298,2017,3.383021395,2009&2021&2017,,,,,,,,,,,,,,
1,236,2009,2021,1,1.776612523,2017,4.515056314,2009&2021&2017,,,,,,,,,,,,,,
1,237,2009,2021,1,0.930456366,2017,2.704372313,2009&2021&2017,,,,,,,,,,,,,,
1,238,2009,2021,1,1.743600111,2017,3.166217211,2009&2021&2017,,,,,,,,,,,,,,
1,239,2009,2021,1,1.428442878,2017,4.204482097,2009&2021&2017,,,,,,,,,,,,,,
1,240,2009,2021,1,1.468708823,2017,3.513330583,2009&2021&2017,,,,,,,,,,,,,,
1,241,2009,2021,1,2.16467911,2017,3.632395909,2009&2021&2017,,,,,,,,,,,,,,
1,242,2009,2021,1,1.508562851,2017,3.813239362,2009&2021&2017,,,,,,,,,,,,,,
1,243,2009,2021,1,2.138249587,2017,2.626469332,2009&2021&2017,,,,,,,,,,,,,,
1,244,2009,2021,1,9.388356367,2017,4.32006821,2009&2021&2017,,,,,,,,,,,,,,
1,245,2009,2021,1,1.810303384,2017,2.75118889,2009&2021&2017,,,,,,,,,,,,,,
1,246,2009,2021,1,2.388127152,2017,3.865313653,2009&2021&2017,,,,,,,,,,,,,,
1,247,2009,2021,1,1.584266474,2017,3.252412116,2009&2021&2017,,,,,,,,,,,,,,
1,248,2009,2021,1,2.55496613,2017,4.18760718,2009&2021&2017,,,,,,,,,,,,,,
1,249,2009,2021,1,3.284736736,2017,3.367849546,2009&2021&2017,,,,,,,,,,,,,,
1,250,2009,2021,1,9.586483154,2017,3.968443339,2009&2021&2017,,,,,,,,,,,,,,
1,251,2009,2021,1,3.219402018,2017,3.186752765,2009&2021&2017,,,,,,,,,,,,,,
1,252,2009,2021,1,1.556396578,2017,3.793865383,2009&2021&2017,,,,,,,,,,,,,,
1,253,2009,2021,1,2.873526247,2017,4.053600016,2009&2021&2017,,,,,,,,,,,,,,
1,254,2009,2021,1,3.081334423,2017,4.280290743,2009&2021&2017,,,,,,,,,,,,,,
1,255,2009,2021,1,1.396128075,2017,4.631518577,2009&2021&2017,,,,,,,,,,,,,,
1,256,2009,2021,1,2.091072147,2017,3.964959663,2009&2021&2017,,,,,,,,,,,,,,
1,257,2009,2021,1,1.162271994,2017,5.090382461,2009&2021&2017,,,,,,,,,,,,,,
1,258,2009,2021,1,1.792261777,2017,3.602156701,2009&2021&2017,,,,,,,,,,,,,,
1,259,2009,2021,1,1.206854881,2017,5.243777079,2009&2021&2017,,,,,,,,,,,,,,
1,260,2009,2021,1,3.122503338,2017,3.751577787,2009&2021&2017,,,,,,,,,,,,,,
1,261,2009,2021,1,2.110331504,2017,3.350903463,2009&2021&2017,,,,,,,,,,,,,,
1,262,2009,2021,1,18.02604293,2017,4.014669775,2009&2021&2017,,,,,,,,,,,,,,
1,263,2009,2021,1,2.684596297,2017,2.910514191,2009&2021&2017,,,,,,,,,,,,,,
1,264,2009,2021,1,2.183853337,2017,5.15528642,2009&2021&2017,,,,,,,,,,,,,,
1,265,2009,2021,1,1.6183081,2017,2.590822592,2009&2021&2017,,,,,,,,,,,,,,
1,266,2009,2021,1,17.28937264,2017,2.829738659,2009&2021&2017,,,,,,,,,,,,,,
1,267,2009,2021,1,5.045826634,2017,3.065107625,2009&2021&2017,,,,,,,,,,,,,,
1,268,2009,2021,1,2.044411157,2017,3.618368742,2009&2021&2017,,,,,,,,,,,,,,
1,269,2009,2021,1,2.421633593,2017,2.604864252,2009&2021&2017,,,,,,,,,,,,,,
1,270,2009,2021,1,2.436607748,2017,3.095094506,2009&2021&2017,,,,,,,,,,,,,,
1,271,2009,2021,1,1.947027383,2017,2.714382514,2009&2021&2017,,,,,,,,,,,,,,
1,272,2009,2021,1,1.956821265,2017,3.318126551,2009&2021&2017,,,,,,,,,,,,,,
1,273,2009,2021,1,2.955083858,2017,3.059803482,2009&2021&2017,,,,,,,,,,,,,,
1,274,2009,2021,1,3.207584988,2017,3.650722648,2009&2021&2017,,,,,,,,,,,,,,
1,275,2009,2021,1,4.917462801,2017,3.611480772,2009&2021&2017,,,,,,,,,,,,,,
1,276,2009,2021,1,3.421650367,2017,4.125184126,2009&2021&2017,,,,,,,,,,,,,,
1,277,2009,2021,1,4.338329676,2017,3.361350404,2009&2021&2017,,,,,,,,,,,,,,
1,278,2006,2021,1,8.023793051,2017,4.693774928,2006&2021&2017,,,,,,,,,,,,,,
1,279,2006,2021,1,4.111590966,2017,2.974435909,2006&2021&2017,,,,,,,,,,,,,,
1,280,2006,2021,1,5.107407516,2017,3.301986173,2006&2021&2017,,,,,,,,,,,,,,
1,281,2006,2021,1,2.575463235,2017,3.901149235,2006&2021&2017,,,,,,,,,,,,,,
1,282,2006,2021,1,1.645199773,2017,3.707457363,2006&2021&2017,,,,,,,,,,,,,,
1,283,2006,2021,1,2.114356341,2017,5.57735456,2006&2021&2017,,,,,,,,,,,,,,
1,284,2006,2021,1,1.752025462,2017,4.440017621,2006&2021&2017,,,,,,,,,,,,,,
1,285,2006,2021,1,2.996700957,2017,3.503529478,2006&2021&2017,,,,,,,,,,,,,,
1,286,2006,2021,1,2.387581378,2017,4.577502282,2006&2021&2017,,,,,,,,,,,,,,
1,287,2006,2021,1,4.114720956,2017,3.273987594,2006&2021&2017,,,,,,,,,,,,,,
1,288,2006,2021,1,2.928902971,2017,4.099913379,2006&2021&2017,,,,,,,,,,,,,,
1,289,2006,2021,1,5.329848426,2017,3.061151638,2006&2021&2017,,,,,,,,,,,,,,
1,290,2006,2021,1,3.875418256,2017,3.033271271,2006&2021&2017,,,,,,,,,,,,,,
1,291,2006,2021,1,2.98359999,2017,2.989804584,2006&2021&2017,,,,,,,,,,,,,,
1,292,2006,2021,1,1.957475906,2017,3.996762558,2006&2021&2017,,,,,,,,,,,,,,
1,293,2006,2021,1,1.844001003,2017,2.885878661,2006&2021&2017,,,,,,,,,,,,,,
1,294,2006,2021,1,1.571728931,2017,3.072153462,2006&2021&2017,,,,,,,,,,,,,,
1,295,2006,2021,1,10.39285931,2017,3.383021395,2006&2021&2017,,,,,,,,,,,,,,
1,296,2006,2021,1,1.668293463,2017,3.877287911,2006&2021&2017,,,,,,,,,,,,,,
1,297,2006,2021,1,4.067165514,2017,2.861000829,2006&2021&2017,,,,,,,,,,,,,,
1,298,2006,2021,1,5.767760088,2017,3.976747256,2006&2021&2017,,,,,,,,,,,,,,
1,299,2006,2021,1,4.673544251,2017,2.765771786,2006&2021&2017,,,,,,,,,,,,,,
1,300,2006,2021,1,3.995827472,2017,4.491777259,2006&2021&2017,,,,,,,,,,,,,,
1,301,2006,2021,1,1.432525395,2017,3.656578788,2006&2021&2017,,,,,,,,,,,,,,
1,302,2006,2021,1,6.326354101,2017,2.587043024,2006&2021&2017,,,,,,,,,,,,,,
1,303,2006,2021,1,2.352989881,2017,3.723205662,2006&2021&2017,,,,,,,,,,,,,,
1,304,2006,2021,1,2.207978092,2017,5.768964163,2006&2021&2017,,,,,,,,,,,,,,
1,305,2006,2021,1,5.858441178,2017,3.256040649,2006&2021&2017,,,,,,,,,,,,,,
1,306,2006,2021,1,2.142077151,2017,4.550184218,2006&2021&2017,,,,,,,,,,,,,,
1,307,2006,2021,1,2.301462252,2017,3.136620197,2006&2021&2017,,,,,,,,,,,,,,
1,308,2006,2021,1,2.590127957,2017,4.524350071,2006&2021&2017,,,,,,,,,,,,,,
1,309,2006,2021,1,2.649920808,2017,3.787513802,2006&2021&2017,,,,,,,,,,,,,,
1,310,2006,2021,1,1.775750312,2017,3.550533473,2006&2021&2017,,,,,,,,,,,,,,
1,311,2006,2021,1,1.898766881,2017,2.820045251,2006&2021&2017,,,,,,,,,,,,,,
1,312,2006,2021,1,3.219834966,2017,4.221033417,2006&2021&2017,,,,,,,,,,,,,,
1,313,2006,2021,1,1.63759175,2017,4.080337313,2006&2021&2017,,,,,,,,,,,,,,
1,314,2006,2021,1,2.15835876,2017,2.78128055,2006&2021&2017,,,,,,,,,,,,,,
1,315,2006,2021,1,2.798454421,2017,3.983431344,2006&2021&2017,,,,,,,,,,,,,,
1,316,2006,2021,1,11.0327321,2017,2.649535059,2006&2021&2017,,,,,,,,,,,,,,
1,317,2006,2021,1,3.945530033,2017,3.666611663,2006&2021&2017,,,,,,,,,,,,,,
1,318,2006,2021,1,1.4030668,2017,3.172102807,2006&2021&2017,,,,,,,,,,,,,,
1,319,2006,2021,1,1.820592822,2017,2.955235062,2006&2021&2017,,,,,,,,,,,,,,
1,320,2006,2021,1,2.666827079,2017,3.79898981,2006&2021&2017,,,,,,,,,,,,,,
1,321,2006,2021,1,1.385007818,2017,2.748739317,2006&2021&2017,,,,,,,,,,,,,,
1,322,2006,2021,1,1.771742543,2017,3.418854745,2006&2021&2017,,,,,,,,,,,,,,
1,323,2006,2021,1,1.420877066,2017,2.713840852,2006&2021&2017,,,,,,,,,,,,,,
1,324,2006,2021,1,1.722580796,2017,3.767130854,2006&2021&2017,,,,,,,,,,,,,,
1,325,2006,2021,1,1.258025763,2017,2.597040923,2006&2021&2017,,,,,,,,,,,,,,
1,326,2006,2021,1,1.796942217,2017,3.931858877,2006&2021&2017,,,,,,,,,,,,,,
1,327,2006,2021,1,1.705180082,2017,3.813448468,2006&2021&2017,,,,,,,,,,,,,,
1,328,2006,2021,1,1.779225971,2017,2.662838437,2006&2021&2017,,,,,,,,,,,,,,
1,329,2006,2021,1,2.480875404,2017,3.057075147,2006&2021&2017,,,,,,,,,,,,,,
1,330,2006,2021,1,1.765803143,2017,2.11957865,2006&2021&2017,,,,,,,,,,,,,,
1,331,2006,2021,1,1.953485046,2017,3.174181499,2006&2021&2017,,,,,,,,,,,,,,
1,332,2006,2021,1,2.024147536,2017,3.27348089,2006&2021&2017,,,,,,,,,,,,,,
1,333,2006,2021,1,1.447409199,2017,2.628773415,2006&2021&2017,,,,,,,,,,,,,,
1,334,2006,2021,1,1.51003446,2017,3.660013467,2006&2021&2017,,,,,,,,,,,,,,
1,335,2006,2021,1,1.454940852,2017,2.602485076,2006&2021&2017,,,,,,,,,,,,,,
1,336,2006,2021,1,1.782361961,2017,2.892700239,2006&2021&2017,,,,,,,,,,,,,,
1,337,2006,2021,1,2.747417543,2017,3.763554586,2006&2021&2017,,,,,,,,,,,,,,
1,338,2006,2021,1,1.420719281,2017,2.82492638,2006&2021&2017,,,,,,,,,,,,,,
1,339,2006,2021,1,2.194686156,2017,4.946561581,2006&2021&2017,,,,,,,,,,,,,,
1,340,2006,2021,1,1.975109908,2017,2.823732243,2006&2021&2017,,,,,,,,,,,,,,
1,341,2006,2021,1,2.022467413,2017,3.733459932,2006&2021&2017,,,,,,,,,,,,,,
1,342,2006,2021,1,2.010634989,2017,2.683019813,2006&2021&2017,,,,,,,,,,,,,,
1,343,2006,2021,1,1.293891467,2017,3.220151778,2006&2021&2017,,,,,,,,,,,,,,
1,344,2006,2021,1,1.864661927,2017,2.708585903,2006&2021&2017,,,,,,,,,,,,,,
1,345,2006,2021,1,2.072712237,2017,3.544949297,2006&2021&2017,,,,,,,,,,,,,,
1,346,2006,2021,1,1.724821524,2017,2.755795386,2006&2021&2017,,,,,,,,,,,,,,
1,347,2006,2021,1,1.465158293,2017,3.215221609,2006&2021&2017,,,,,,,,,,,,,,
1,348,2006,2021,1,3.280227427,2017,4.469276675,2006&2021&2017,,,,,,,,,,,,,,
1,349,2006,2021,1,1.293280036,2017,2.759993779,2006&2021&2017,,,,,,,,,,,,,,
1,350,2006,2021,1,1.826209984,2017,2.479915677,2006&2021&2017,,,,,,,,,,,,,,
1,351,2006,2021,1,1.264092992,2017,3.712490233,2006&2021&2017,,,,,,,,,,,,,,
1,352,2006,2021,1,1.560148315,2017,3.519064183,2006&2021&2017,,,,,,,,,,,,,,
1,353,2006,2021,1,2.485999321,2017,2.902870969,2006&2021&2017,,,,,,,,,,,,,,
1,354,2006,2021,1,1.277271623,2017,4.022135669,2006&2021&2017,,,,,,,,,,,,,,
1,355,2006,2021,1,1.528861977,2017,2.385450361,2006&2021&2017,,,,,,,,,,,,,,
1,356,2006,2021,1,1.610126818,2017,3.374851871,2006&2021&2017,,,,,,,,,,,,,,
1,357,2006,2021,1,1.719082916,2017,3.839520714,2006&2021&2017,,,,,,,,,,,,,,
1,358,2006,2021,1,2.430273021,2017,2.817156439,2006&2021&2017,,,,,,,,,,,,,,
1,359,2006,2021,1,1.37996165,2017,3.888417891,2006&2021&2017,,,,,,,,,,,,,,
1,360,2006,2021,1,1.945604185,2017,3.632411202,2006&2021&2017,,,,,,,,,,,,,,
1,361,2006,2021,1,1.989661793,2017,4.09403382,2006&2021&2017,,,,,,,,,,,,,,
1,362,2006,2021,1,2.108599627,2017,3.811173687,2006&2021&2017,,,,,,,,,,,,,,
1,363,2006,2021,1,1.663149183,2017,2.456020648,2006&2021&2017,,,,,,,,,,,,,,
1,364,2006,2021,1,1.595820851,2017,3.718864377,2006&2021&2017,,,,,,,,,,,,,,
1,365,2006,2021,1,2.670919009,2017,3.100167597,2006&2021&2017,,,,,,,,,,,,,,
1,366,2006,2021,1,1.053177238,2017,2.834745753,2006&2021&2017,,,,,,,,,,,,,,
1,367,2006,2021,1,2.357182926,2017,2.832832034,2006&2021&2017,,,,,,,,,,,,,,
1,368,2006,2021,1,2.100665997,2017,4.02659129,2006&2021&2017,,,,,,,,,,,,,,
1,369,2006,2021,1,1.295638646,2017,3.737986514,2006&2021&2017,,,,,,,,,,,,,,
1,370,2006,2021,1,1.983034783,2017,3.077488584,2006&2021&2017,,,,,,,,,,,,,,
1,371,2006,2021,1,1.375989081,2017,3.979352899,2006&2021&2017,,,,,,,,,,,,,,
1,372,2006,2021,1,1.851986811,2017,3.234054884,2006&2021&2017,,,,,,,,,,,,,,
1,373,2006,2021,1,1.191466304,2017,2.261103565,2006&2021&2017,,,,,,,,,,,,,,
1,374,2006,2021,1,2.090470161,2017,3.479678775,2006&2021&2017,,,,,,,,,,,,,,
1,375,2006,2021,1,1.518114599,2017,2.846232786,2006&2021&2017,,,,,,,,,,,,,,
1,376,2006,2021,1,1.558979656,2017,2.290300542,2006&2021&2017,,,,,,,,,,,,,,
1,377,2006,2021,1,3.035144217,2017,2.881961507,2006&2021&2017,,,,,,,,,,,,,,
1,378,2006,2021,1,1.299205201,2017,4.107519135,2006&2021&2017,,,,,,,,,,,,,,
1,379,2006,2021,1,5.3963537,2017,4.466496825,2006&2021&2017,,,,,,,,,,,,,,
1,380,2006,2021,1,1.848258854,2017,3.579020636,2006&2021&2017,,,,,,,,,,,,,,
1,381,2006,2021,1,2.087097993,2017,4.323406219,2006&2021&2017,,,,,,,,,,,,,,
1,382,2006,2021,1,2.03844864,2017,3.072840489,2006&2021&2017,,,,,,,,,,,,,,
1,383,2006,2021,1,1.753736453,2017,3.588444151,2006&2021&2017,,,,,,,,,,,,,,
1,384,2006,2021,1,4.468018356,2017,3.677903386,2006&2021&2017,,,,,,,,,,,,,,
1,385,2006,2021,1,1.636931369,2017,4.72599825,2006&2021&2017,,,,,,,,,,,,,,
1,386,2006,2021,1,1.903493995,2017,2.984743509,2006&2021&2017,,,,,,,,,,,,,,
1,387,2006,2021,1,1.287620679,2017,3.721902589,2006&2021&2017,,,,,,,,,,,,,,
1,388,2006,2021,1,4.755780076,2017,3.363657777,2006&2021&2017,,,,,,,,,,,,,,
1,389,2006,2021,1,1.419431224,2017,3.614097262,2006&2021&2017,,,,,,,,,,,,,,
1,390,2006,2021,1,1.536483531,2017,4.754397297,2006&2021&2017,,,,,,,,,,,,,,
1,391,2006,2021,1,3.953772514,2017,3.872226198,2006&2021&2017,,,,,,,,,,,,,,
1,392,2006,2021,1,2.484290122,2017,2.76444869,2006&2021&2017,,,,,,,,,,,,,,
1,393,2006,2021,1,2.029355072,2017,4.903291004,2006&2021&2017,,,,,,,,,,,,,,
1,394,2006,2021,1,3.258140132,2017,2.925468472,2006&2021&2017,,,,,,,,,,,,,,
1,395,2006,2021,1,1.801829989,2017,3.250157575,2006&2021&2017,,,,,,,,,,,,,,
1,396,2006,2021,1,1.941253328,2017,2.538695757,2006&2021&2017,,,,,,,,,,,,,,
1,397,2006,2021,1,2.313767364,2017,3.051387066,2006&2021&2017,,,,,,,,,,,,,,
1,398,2006,2021,1,2.354748623,2017,2.902870969,2006&2021&2017,,,,,,,,,,,,,,
1,399,2006,2021,1,1.774797167,2017,2.612632151,2006&2021&2017,,,,,,,,,,,,,,
1,400,2006,2021,1,3.949471608,2017,3.609079395,2006&2021&2017,,,,,,,,,,,,,,
1,401,2006,2021,1,2.430775768,2017,3.030310052,2006&2021&2017,,,,,,,,,,,,,,
1,402,2006,2021,1,3.363516456,2017,3.047247354,2006&2021&2017,,,,,,,,,,,,,,
1,403,2006,2021,1,0.809686086,2017,3.128873101,2006&2021&2017,,,,,,,,,,,,,,
1,404,2006,2021,1,1.151504968,2017,2.29513335,2006&2021&2017,,,,,,,,,,,,,,
1,405,2006,2021,1,1.787401641,2017,2.860522369,2006&2021&2017,,,,,,,,,,,,,,
1,406,2006,2021,1,1.863980058,2017,3.214910869,2006&2021&2017,,,,,,,,,,,,,,
1,407,2006,2021,1,2.877195787,2017,3.229389289,2006&2021&2017,,,,,,,,,,,,,,
1,408,2006,2021,1,2.264577759,2017,2.591393353,2006&2021&2017,,,,,,,,,,,,,,
1,409,2006,2021,1,2.109358385,2017,2.999803304,2006&2021&2017,,,,,,,,,,,,,,
1,410,2006,2021,1,1.643039649,2017,2.744015206,2006&2021&2017,,,,,,,,,,,,,,
1,411,2006,2021,1,1.736037815,2017,5.385087167,2006&2021&2017,,,,,,,,,,,,,,
1,412,2006,2021,1,2.698137814,2017,3.295855225,2006&2021&2017,,,,,,,,,,,,,,
1,413,2006,2021,1,1.519061441,2017,4.524675557,2006&2021&2017,,,,,,,,,,,,,,
1,414,2006,2021,1,1.186980011,2017,3.302092829,2006&2021&2017,,,,,,,,,,,,,,
1,415,2006,2021,1,1.523050358,2017,3.464361597,2006&2021&2017,,,,,,,,,,,,,,
1,416,2006,2021,1,2.297607116,2017,4.47158958,2006&2021&2017,,,,,,,,,,,,,,
1,417,2006,2021,1,1.607201625,2017,3.754363541,2006&2021&2017,,,,,,,,,,,,,,
1,418,2006,2021,1,1.27043025,2017,3.839520714,2006&2021&2017,,,,,,,,,,,,,,
1,419,2006,2021,1,1.614707011,2017,3.434719516,2006&2021&2017,,,,,,,,,,,,,,
1,420,2006,2021,1,1.752923447,2017,4.341518916,2006&2021&2017,,,,,,,,,,,,,,
1,421,2006,2021,1,1.827059177,2017,3.440891767,2006&2021&2017,,,,,,,,,,,,,,
1,422,2006,2021,1,1.597698218,2017,5.256443036,2006&2021&2017,,,,,,,,,,,,,,
1,423,2006,2021,1,2.35953199,2017,4.877533999,2006&2021&2017,,,,,,,,,,,,,,
1,424,2006,2021,1,1.540383594,2017,3.876423233,2006&2021&2017,,,,,,,,,,,,,,
1,425,2006,2021,1,1.730247261,2017,4.947094535,2006&2021&2017,,,,,,,,,,,,,,
1,426,2006,2021,1,2.316771788,2017,2.986366027,2006&2021&2017,,,,,,,,,,,,,,
1,427,2006,2021,1,1.387201835,2017,4.446394058,2006&2021&2017,,,,,,,,,,,,,,
1,428,2006,2021,1,4.427808192,2017,4.140255265,2006&2021&2017,,,,,,,,,,,,,,
1,429,2006,2021,1,1.615740328,2017,2.451436899,2006&2021&2017,,,,,,,,,,,,,,
1,430,2006,2021,1,3.209165088,2017,4.213517262,2006&2021&2017,,,,,,,,,,,,,,
1,431,2006,2021,1,1.957598795,2017,4.001775235,2006&2021&2017,,,,,,,,,,,,,,
1,432,2006,2021,1,2.016886385,2017,3.30283457,2006&2021&2017,,,,,,,,,,,,,,
1,433,2006,2021,1,2.515097382,2017,4.150517151,2006&2021&2017,,,,,,,,,,,,,,
1,434,2006,2021,1,4.573448886,2017,2.519094219,2006&2021&2017,,,,,,,,,,,,,,
1,435,2006,2021,1,2.886019062,2017,3.775297306,2006&2021&2017,,,,,,,,,,,,,,
1,436,2006,2021,1,6.676401578,2017,4.176322186,2006&2021&2017,,,,,,,,,,,,,,
1,437,2006,2021,1,4.116305823,2017,4.830742869,2006&2021&2017,,,,,,,,,,,,,,
1,438,2006,2021,1,1.427566015,2017,4.308017927,2006&2021&2017,,,,,,,,,,,,,,
1,439,2006,2021,1,2.697597738,2017,4.446114443,2006&2021&2017,,,,,,,,,,,,,,
1,440,2006,2021,1,1.555946056,2017,4.849101839,2006&2021&2017,,,,,,,,,,,,,,
1,441,2006,2021,1,2.063578375,2017,3.859368031,2006&2021&2017,,,,,,,,,,,,,,
1,442,2006,2021,1,5.650704934,2017,3.873732729,2006&2021&2017,,,,,,,,,,,,,,
1,443,2006,2021,1,6.030682817,2017,3.375097381,2006&2021&2017,,,,,,,,,,,,,,
1,444,2006,2021,1,1.722667316,2017,3.398799692,2006&2021&2017,,,,,,,,,,,,,,
1,445,2006,2021,1,1.721286996,2017,3.261285335,2006&2021&2017,,,,,,,,,,,,,,
1,446,2006,2021,1,1.86265512,2017,3.287843977,2006&2021&2017,,,,,,,,,,,,,,
1,447,2006,2021,1,1.591480046,2017,4.005468398,2006&2021&2017,,,,,,,,,,,,,,
1,448,2006,2021,1,2.513238465,2017,3.904198679,2006&2021&2017,,,,,,,,,,,,,,
1,449,2006,2021,1,3.40624527,2017,5.621281725,2006&2021&2017,,,,,,,,,,,,,,
1,450,2006,2021,1,3.446766838,2017,4.498317725,2006&2021&2017,,,,,,,,,,,,,,
1,451,2006,2021,1,5.779470011,2017,4.281246643,2006&2021&2017,,,,,,,,,,,,,,
1,452,2006,2021,1,6.260706506,2017,4.308017927,2006&2021&2017,,,,,,,,,,,,,,
1,453,2006,2021,1,1.646838522,2017,3.973286505,2006&2021&2017,,,,,,,,,,,,,,
1,454,2006,2021,1,2.069578504,2017,3.450251041,2006&2021&2017,,,,,,,,,,,,,,
1,455,2006,2021,1,2.062673808,2017,3.561180691,2006&2021&2017,,,,,,,,,,,,,,
1,456,2006,2021,1,2.156834518,2017,3.418744926,2006&2021&2017,,,,,,,,,,,,,,
1,457,2006,2021,1,1.86855689,2017,3.643256985,2006&2021&2017,,,,,,,,,,,,,,
1,458,2006,2021,1,2.301602111,2017,3.240359661,2006&2021&2017,,,,,,,,,,,,,,
1,459,2006,2021,1,2.333250042,2017,3.632395909,2006&2021&2017,,,,,,,,,,,,,,
1,460,2006,2021,1,6.432595192,2017,3.687457027,2006&2021&2017,,,,,,,,,,,,,,
1,461,2006,2021,1,2.472936024,2017,3.194734214,2006&2021&2017,,,,,,,,,,,,,,
1,462,2006,2021,1,1.560092972,2017,3.332648046,2006&2021&2017,,,,,,,,,,,,,,
1,463,2006,2021,1,1.883597255,2017,3.381391615,2006&2021&2017,,,,,,,,,,,,,,
1,464,2006,2021,1,1.74073757,2017,3.950685539,2006&2021&2017,,,,,,,,,,,,,,
1,465,2006,2021,1,1.158530441,2017,3.840601771,2006&2021&2017,,,,,,,,,,,,,,
1,466,2006,2021,1,1.684708849,2017,3.877752747,2006&2021&2017,,,,,,,,,,,,,,
1,467,2006,2021,1,2.472806011,2017,3.971854694,2006&2021&2017,,,,,,,,,,,,,,
1,468,2006,2021,1,2.842786634,2017,2.842064995,2006&2021&2017,,,,,,,,,,,,,,
1,469,2006,2021,1,1.528572613,2017,3.611139016,2006&2021&2017,,,,,,,,,,,,,,
1,470,2006,2021,1,1.212558428,2017,2.832284716,2006&2021&2017,,,,,,,,,,,,,,
1,471,2006,2021,1,1.069218292,2017,3.142007092,2006&2021&2017,,,,,,,,,,,,,,
1,472,2006,2021,1,1.224107922,2017,3.881048766,2006&2021&2017,,,,,,,,,,,,,,
1,473,2006,2021,1,3.288995818,2017,3.830431638,2006&2021&2017,,,,,,,,,,,,,,
1,474,2006,2021,1,4.582855885,2017,3.352140699,2006&2021&2017,,,,,,,,,,,,,,
1,475,2006,2021,1,1.417953134,2017,2.819013153,2006&2021&2017,,,,,,,,,,,,,,
1,476,2006,2021,1,2.381806778,2017,3.43403973,2006&2021&2017,,,,,,,,,,,,,,
1,477,2006,2021,1,3.372584796,2017,4.70121491,2006&2021&2017,,,,,,,,,,,,,,
1,478,2006,2021,1,1.781402244,2017,4.199525356,2006&2021&2017,,,,,,,,,,,,,,
1,479,2006,2021,1,2.868534043,2017,4.836195977,2006&2021&2017,,,,,,,,,,,,,,
1,480,2006,2021,1,1.143733281,2017,3.178946137,2006&2021&2017,,,,,,,,,,,,,,
1,481,2006,2021,1,1.679274341,2017,3.488532071,2006&2021&2017,,,,,,,,,,,,,,
1,482,2006,2021,1,1.735782716,2017,4.161960666,2006&2021&2017,,,,,,,,,,,,,,
1,483,2006,2021,1,2.599111832,2017,3.752285099,2006&2021&2017,,,,,,,,,,,,,,
1,484,2006,2021,1,2.024361909,2017,3.994916506,2006&2021&2017,,,,,,,,,,,,,,
1,485,2006,2021,1,1.887577635,2017,4.535023561,2006&2021&2017,,,,,,,,,,,,,,
1,486,2006,2021,1,2.024685566,2017,4.403798362,2006&2021&2017,,,,,,,,,,,,,,
1,487,2006,2021,1,1.981822219,2017,4.550184218,2006&2021&2017,,,,,,,,,,,,,,
1,488,2006,2021,1,2.015483892,2017,4.982089371,2006&2021&2017,,,,,,,,,,,,,,
1,489,2006,2021,1,2.57973034,2017,3.984591633,2006&2021&2017,,,,,,,,,,,,,,
1,490,2006,2021,1,0.886602717,2017,3.48358462,2006&2021&2017,,,,,,,,,,,,,,
1,491,2006,2021,1,2.030498356,2017,4.123812531,2006&2021&2017,,,,,,,,,,,,,,
1,492,2006,2021,1,2.207698638,2017,3.819847157,2006&2021&2017,,,,,,,,,,,,,,
1,493,2006,2021,1,2.338406287,2017,4.438181491,2006&2021&2017,,,,,,,,,,,,,,
1,494,2006,2021,1,2.475184538,2017,3.881048766,2006&2021&2017,,,,,,,,,,,,,,
1,495,2006,2021,1,1.262979958,2017,4.210946204,2006&2021&2017,,,,,,,,,,,,,,
1,496,2006,2021,1,1.576586029,2017,5.05253568,2006&2021&2017,,,,,,,,,,,,,,
1,497,2006,2021,1,1.948922205,2017,3.086169575,2006&2021&2017,,,,,,,,,,,,,,
1,498,2006,2021,1,1.845131139,2017,4.245369479,2006&2021&2017,,,,,,,,,,,,,,
1,499,2006,2021,1,2.873932841,2017,3.872226198,2006&2021&2017,,,,,,,,,,,,,,
1,500,2006,2021,1,1.391354459,2017,4.403968031,2006&2021&2017,,,,,,,,,,,,,,
