lable,Sample ID,Inspection Time of Prestate,Inspection Time of PostState IRI,Pre-State IRI,Post-State IRI,Inspection Post time for Sneff,Sneff ,,,Construction year,Functional inspection year,Structural inspection year,Number of samples,&,,,,,,,,
1,501,2006,2021,1,2.315270928,2017,3.935770837,2006&2021&2017,,,,,,,,,,,,,,
1,502,2006,2021,1,2.737912711,2017,3.51686975,2006&2021&2017,,,,,,,,,,,,,,
1,503,2006,2021,1,4.002955294,2017,4.790405914,2006&2021&2017,,,,,,,,,,,,,,
1,504,2006,2021,1,3.909744228,2017,3.967698542,2006&2021&2017,,,,,,,,,,,,,,
1,505,2006,2021,1,4.945872156,2017,4.339270581,2006&2021&2017,,,,,,,,,,,,,,
1,506,2006,2021,1,7.005675056,2017,3.876423233,2006&2021&2017,,,,,,,,,,,,,,
1,507,2006,2021,1,6.198896619,2017,3.014354281,2006&2021&2017,,,,,,,,,,,,,,
1,508,2006,2021,1,1.97557584,2017,3.911488038,2006&2021&2017,,,,,,,,,,,,,,
1,509,2006,2021,1,1.93962175,2017,4.285526746,2006&2021&2017,,,,,,,,,,,,,,
1,510,2006,2021,1,3.261664667,2017,4.807961197,2006&2021&2017,,,,,,,,,,,,,,
1,511,2006,2021,1,9.65840698,2017,3.779339613,2006&2021&2017,,,,,,,,,,,,,,
1,512,2006,2021,1,4.780666376,2017,3.373226045,2006&2021&2017,,,,,,,,,,,,,,
1,513,2006,2021,1,2.277815594,2017,4.105639513,2006&2021&2017,,,,,,,,,,,,,,
1,514,2006,2021,1,2.412353789,2017,3.47927085,2006&2021&2017,,,,,,,,,,,,,,
1,515,2006,2021,1,3.424546599,2017,4.433305772,2006&2021&2017,,,,,,,,,,,,,,
1,516,2006,2021,1,8.062057191,2017,3.139648942,2006&2021&2017,,,,,,,,,,,,,,
1,517,2006,2021,1,3.690552614,2017,3.945613203,2006&2021&2017,,,,,,,,,,,,,,
1,518,2006,2021,1,2.801027111,2017,3.733459932,2006&2021&2017,,,,,,,,,,,,,,
1,519,2006,2021,1,1.865643182,2017,3.623779125,2006&2021&2017,,,,,,,,,,,,,,
1,520,2006,2021,1,11.07255338,2017,2.994556272,2006&2021&2017,,,,,,,,,,,,,,
1,521,2006,2021,1,2.777503707,2017,4.073309595,2006&2021&2017,,,,,,,,,,,,,,
1,522,2006,2021,1,3.146940036,2017,3.915373483,2006&2021&2017,,,,,,,,,,,,,,
1,523,2006,2021,1,1.967249298,2017,3.51774729,2006&2021&2017,,,,,,,,,,,,,,
1,524,2006,2021,1,1.758060942,2017,3.462335162,2006&2021&2017,,,,,,,,,,,,,,
1,525,2006,2021,1,1.158295413,2017,4.764967412,2006&2021&2017,,,,,,,,,,,,,,
1,526,2006,2021,1,2.833055615,2017,3.6859177,2006&2021&2017,,,,,,,,,,,,,,
1,527,2006,2021,1,2.193421315,2017,4.087044672,2006&2021&2017,,,,,,,,,,,,,,
1,528,2006,2021,1,1.885314402,2017,4.57940201,2006&2021&2017,,,,,,,,,,,,,,
1,529,2006,2021,1,2.079563679,2017,4.25369758,2006&2021&2017,,,,,,,,,,,,,,
1,530,2006,2021,1,9.228456438,2017,3.868207444,2006&2021&2017,,,,,,,,,,,,,,
1,531,2006,2021,1,2.549866951,2017,4.042796811,2006&2021&2017,,,,,,,,,,,,,,
1,532,2006,2021,1,1.597389755,2017,3.473621038,2006&2021&2017,,,,,,,,,,,,,,
1,533,2006,2021,1,1.987914819,2017,3.898303749,2006&2021&2017,,,,,,,,,,,,,,
1,534,2006,2021,1,5.950368889,2017,3.872226198,2006&2021&2017,,,,,,,,,,,,,,
1,535,2006,2021,1,3.607696572,2017,3.198353262,2006&2021&2017,,,,,,,,,,,,,,
1,536,2006,2021,1,4.123798978,2017,4.652307691,2006&2021&2017,,,,,,,,,,,,,,
1,537,2006,2021,1,5.149567978,2017,3.732690164,2006&2021&2017,,,,,,,,,,,,,,
1,538,2006,2021,1,16.59079632,2017,5.263444467,2006&2021&2017,,,,,,,,,,,,,,
1,539,2006,2021,1,4.071309777,2017,3.019543578,2006&2021&2017,,,,,,,,,,,,,,
1,540,2006,2021,1,5.490842467,2017,4.550184218,2006&2021&2017,,,,,,,,,,,,,,
1,541,2006,2021,1,3.26432917,2017,4.3736931,2006&2021&2017,,,,,,,,,,,,,,
1,542,2006,2021,1,14.26115254,2017,4.43234783,2006&2021&2017,,,,,,,,,,,,,,
1,543,2006,2021,1,1.901439424,2017,4.030932982,2006&2021&2017,,,,,,,,,,,,,,
1,544,2006,2021,1,3.611144864,2017,4.233502154,2006&2021&2017,,,,,,,,,,,,,,
1,545,2006,2021,1,2.43164353,2017,3.762914753,2006&2021&2017,,,,,,,,,,,,,,
1,546,2006,2021,1,2.514228518,2017,4.226099947,2006&2021&2017,,,,,,,,,,,,,,
1,547,2006,2021,1,1.51365556,2017,3.312887647,2006&2021&2017,,,,,,,,,,,,,,
1,548,2006,2021,1,1.606530384,2017,3.639864321,2006&2021&2017,,,,,,,,,,,,,,
1,549,2006,2021,1,1.63513657,2017,3.724384242,2006&2021&2017,,,,,,,,,,,,,,
1,550,2006,2021,1,2.13205794,2017,3.022417623,2006&2021&2017,,,,,,,,,,,,,,
1,551,2006,2021,1,1.83087985,2017,4.772314266,2006&2021&2017,,,,,,,,,,,,,,
1,552,2006,2021,1,1.65059529,2017,3.659206479,2006&2021&2017,,,,,,,,,,,,,,
1,553,2006,2021,1,1.240026009,2017,3.187985186,2006&2021&2017,,,,,,,,,,,,,,
1,554,2006,2021,1,1.077034874,2017,3.572951766,2006&2021&2017,,,,,,,,,,,,,,
1,555,2006,2021,1,1.838772549,2017,3.588064988,2006&2021&2017,,,,,,,,,,,,,,
1,556,2006,2021,1,1.53064515,2017,2.677514966,2006&2021&2017,,,,,,,,,,,,,,
1,557,2006,2021,1,2.239664898,2017,3.621291849,2006&2021&2017,,,,,,,,,,,,,,
1,558,2006,2021,1,2.705947124,2017,2.787105386,2006&2021&2017,,,,,,,,,,,,,,
1,559,2006,2021,1,1.372609168,2017,4.016080028,2006&2021&2017,,,,,,,,,,,,,,
1,560,2006,2021,1,2.752060786,2017,4.118334799,2006&2021&2017,,,,,,,,,,,,,,
1,561,2006,2021,1,1.924720295,2017,4.353971938,2006&2021&2017,,,,,,,,,,,,,,
1,562,2006,2021,1,1.132424931,2017,4.727731789,2006&2021&2017,,,,,,,,,,,,,,
1,563,2006,2021,1,1.144580265,2017,3.647072416,2006&2021&2017,,,,,,,,,,,,,,
1,564,2006,2021,1,1.280536592,2017,4.716266712,2006&2021&2017,,,,,,,,,,,,,,
1,565,2006,2021,1,1.011353113,2017,3.94670568,2006&2021&2017,,,,,,,,,,,,,,
1,566,2006,2021,1,1.98706422,2017,3.647072416,2006&2021&2017,,,,,,,,,,,,,,
1,567,2006,2021,1,1.392524542,2017,3.501332764,2006&2021&2017,,,,,,,,,,,,,,
1,568,2006,2021,1,1.055691301,2017,3.336017417,2006&2021&2017,,,,,,,,,,,,,,
1,569,2006,2021,1,1.747530027,2017,4.114461233,2006&2021&2017,,,,,,,,,,,,,,
1,570,2006,2021,1,1.778214442,2017,3.126903184,2006&2021&2017,,,,,,,,,,,,,,
1,571,2006,2021,1,1.366946127,2017,3.637679225,2006&2021&2017,,,,,,,,,,,,,,
1,572,2006,2021,1,1.468960141,2017,3.272831481,2006&2021&2017,,,,,,,,,,,,,,
1,573,2006,2021,1,1.922921639,2017,2.860089655,2006&2021&2017,,,,,,,,,,,,,,
1,574,2006,2021,1,1.184884197,2017,4.559799801,2006&2021&2017,,,,,,,,,,,,,,
1,575,2006,2021,1,1.175261001,2017,3.205953587,2006&2021&2017,,,,,,,,,,,,,,
1,576,2006,2021,1,1.195674053,2017,4.220916648,2006&2021&2017,,,,,,,,,,,,,,
1,577,2006,2021,1,1.224518222,2017,3.308722662,2006&2021&2017,,,,,,,,,,,,,,
1,578,2006,2021,1,1.06294834,2017,3.667776921,2006&2021&2017,,,,,,,,,,,,,,
1,579,2006,2021,1,2.464657173,2017,2.903359054,2006&2021&2017,,,,,,,,,,,,,,
1,580,2006,2021,1,5.128971757,2017,3.330951673,2006&2021&2017,,,,,,,,,,,,,,
1,581,2006,2021,1,2.681996604,2017,4.365871435,2006&2021&2017,,,,,,,,,,,,,,
1,582,2006,2021,1,2.516227061,2017,3.074684483,2006&2021&2017,,,,,,,,,,,,,,
1,583,2006,2021,1,1.861582917,2017,3.761547706,2006&2021&2017,,,,,,,,,,,,,,
1,584,2006,2021,1,1.36655733,2017,4.489129394,2006&2021&2017,,,,,,,,,,,,,,
1,585,2006,2021,1,1.388683803,2017,4.795446554,2006&2021&2017,,,,,,,,,,,,,,
1,586,2006,2021,1,1.312662173,2017,4.025768575,2006&2021&2017,,,,,,,,,,,,,,
1,587,2006,2021,1,1.011217512,2017,4.103999304,2006&2021&2017,,,,,,,,,,,,,,
1,588,2006,2021,1,0.859049887,2017,3.761547706,2006&2021&2017,,,,,,,,,,,,,,
1,589,2006,2021,1,0.814139243,2017,4.304891443,2006&2021&2017,,,,,,,,,,,,,,
1,590,2006,2021,1,0.959066191,2017,3.452907188,2006&2021&2017,,,,,,,,,,,,,,
1,591,2006,2021,1,2.153063911,2017,2.68614796,2006&2021&2017,,,,,,,,,,,,,,
1,592,2006,2021,1,1.072296475,2017,2.252008258,2006&2021&2017,,,,,,,,,,,,,,
1,593,2006,2021,1,1.285646804,2017,2.154951379,2006&2021&2017,,,,,,,,,,,,,,
1,594,2006,2021,1,1.465074943,2017,2.148905132,2006&2021&2017,,,,,,,,,,,,,,
1,595,2006,2021,1,1.460498689,2017,2.177069147,2006&2021&2017,,,,,,,,,,,,,,
1,596,2006,2021,1,1.065461228,2017,2.626186928,2006&2021&2017,,,,,,,,,,,,,,
1,597,2006,2021,1,1.023423261,2017,2.49080244,2006&2021&2017,,,,,,,,,,,,,,
1,598,2006,2021,1,6.433206522,2017,2.187046833,2006&2021&2017,,,,,,,,,,,,,,
1,599,2006,2021,1,1.284434142,2017,2.287712703,2006&2021&2017,,,,,,,,,,,,,,
1,600,2006,2021,1,1.743742646,2017,2.146478185,2006&2021&2017,,,,,,,,,,,,,,
1,601,2006,2021,1,3.875079056,2017,1.810348569,2006&2021&2017,,,,,,,,,,,,,,
1,602,2006,2021,1,1.608828445,2017,2.059439202,2006&2021&2017,,,,,,,,,,,,,,
1,603,2006,2021,1,1.972050345,2017,2.44878557,2006&2021&2017,,,,,,,,,,,,,,
1,604,2006,2021,1,4.889913869,2017,3.902211312,2006&2021&2017,,,,,,,,,,,,,,
1,605,2006,2021,1,2.375803157,2017,5.964537029,2006&2021&2017,,,,,,,,,,,,,,
1,606,2006,2021,1,4.887374467,2017,3.374851871,2006&2021&2017,,,,,,,,,,,,,,
1,607,2006,2021,1,4.205413608,2017,4.153317148,2006&2021&2017,,,,,,,,,,,,,,
1,608,2006,2021,1,1.958812111,2017,2.839801942,2006&2021&2017,,,,,,,,,,,,,,
1,609,2006,2021,1,9.735802912,2017,4.488609484,2006&2021&2017,,,,,,,,,,,,,,
1,610,2006,2021,1,6.174375607,2017,3.67342646,2006&2021&2017,,,,,,,,,,,,,,
1,611,2006,2021,1,1.921868079,2017,4.604148802,2006&2021&2017,,,,,,,,,,,,,,
1,612,2006,2021,1,2.079768932,2017,3.122524953,2006&2021&2017,,,,,,,,,,,,,,
1,613,2006,2021,1,2.327256317,2017,4.626135197,2006&2021&2017,,,,,,,,,,,,,,
1,614,2006,2021,1,2.07364774,2017,3.223324755,2006&2021&2017,,,,,,,,,,,,,,
1,615,2006,2021,1,1.296136127,2017,3.39472958,2006&2021&2017,,,,,,,,,,,,,,
1,616,2006,2021,1,8.265196625,2017,3.035118487,2006&2021&2017,,,,,,,,,,,,,,
1,617,2006,2021,1,2.342407058,2017,3.020226519,2006&2021&2017,,,,,,,,,,,,,,
1,618,2006,2021,1,3.165525899,2017,2.295216572,2006&2021&2017,,,,,,,,,,,,,,
1,619,2006,2021,1,8.861792861,2017,2.414134972,2006&2021&2017,,,,,,,,,,,,,,
1,620,2006,2021,1,2.031548078,2017,2.373976373,2006&2021&2017,,,,,,,,,,,,,,
1,621,2006,2021,1,1.239862259,2017,2.354742158,2006&2021&2017,,,,,,,,,,,,,,
1,622,2006,2021,1,1.130483181,2017,2.885887442,2006&2021&2017,,,,,,,,,,,,,,
1,623,2006,2021,1,8.837645936,2017,2.340676534,2006&2021&2017,,,,,,,,,,,,,,
1,624,2006,2021,1,2.784072423,2017,2.479816489,2006&2021&2017,,,,,,,,,,,,,,
1,625,2006,2021,1,1.558843509,2017,2.139032247,2006&2021&2017,,,,,,,,,,,,,,
1,626,2006,2021,1,1.140016043,2017,2.523879703,2006&2021&2017,,,,,,,,,,,,,,
1,627,2006,2021,1,7.461161331,2017,2.446226459,2006&2021&2017,,,,,,,,,,,,,,
1,628,2006,2021,1,1.814386688,2017,2.443900152,2006&2021&2017,,,,,,,,,,,,,,
1,629,2006,2021,1,1.750992613,2017,3.620834161,2006&2021&2017,,,,,,,,,,,,,,
1,630,2006,2021,1,1.307575114,2017,3.713388184,2006&2021&2017,,,,,,,,,,,,,,
1,631,2006,2021,1,1.468021158,2017,4.230114571,2006&2021&2017,,,,,,,,,,,,,,
1,632,2006,2021,1,1.545897553,2017,4.616967308,2006&2021&2017,,,,,,,,,,,,,,
1,633,2006,2021,1,1.463190938,2017,3.061572476,2006&2021&2017,,,,,,,,,,,,,,
1,634,2006,2021,1,1.207203275,2017,3.060803573,2006&2021&2017,,,,,,,,,,,,,,
1,635,2006,2021,1,1.200311918,2017,2.429034863,2006&2021&2017,,,,,,,,,,,,,,
1,636,2006,2021,1,1.030729102,2017,2.902045174,2006&2021&2017,,,,,,,,,,,,,,
1,637,2006,2021,1,1.296190247,2017,3.31289294,2006&2021&2017,,,,,,,,,,,,,,
1,638,2006,2021,1,1.699450624,2017,4.693280196,2006&2021&2017,,,,,,,,,,,,,,
1,639,2006,2021,1,6.678032255,2017,2.372108672,2006&2021&2017,,,,,,,,,,,,,,
1,640,2006,2021,1,5.222705524,2017,3.108930308,2006&2021&2017,,,,,,,,,,,,,,
1,641,2006,2021,1,1.882045911,2017,2.316922814,2006&2021&2017,,,,,,,,,,,,,,
1,642,2006,2021,1,1.835855461,2017,3.881058368,2006&2021&2017,,,,,,,,,,,,,,
1,643,2006,2021,1,7.447686262,2017,4.324263036,2006&2021&2017,,,,,,,,,,,,,,
1,644,2006,2021,1,3.995142711,2017,4.67754328,2006&2021&2017,,,,,,,,,,,,,,
1,645,2006,2021,1,1.639674173,2017,4.96855669,2006&2021&2017,,,,,,,,,,,,,,
1,646,2006,2021,1,2.462099586,2017,3.634439669,2006&2021&2017,,,,,,,,,,,,,,
1,647,2006,2021,1,3.266599418,2017,4.125184126,2006&2021&2017,,,,,,,,,,,,,,
1,648,2006,2021,1,3.037616189,2017,4.652307691,2006&2021&2017,,,,,,,,,,,,,,
1,649,2006,2021,1,2.008351958,2017,2.591646363,2006&2021&2017,,,,,,,,,,,,,,
1,650,2006,2021,1,1.79452689,2017,3.258811188,2006&2021&2017,,,,,,,,,,,,,,
1,651,2006,2021,1,2.443944622,2017,4.075202453,2006&2021&2017,,,,,,,,,,,,,,
1,652,2006,2021,1,1.366526053,2017,2.977926165,2006&2021&2017,,,,,,,,,,,,,,
1,653,2006,2021,1,3.430805642,2017,2.562028473,2006&2021&2017,,,,,,,,,,,,,,
1,654,2006,2021,1,3.806037686,2017,2.908692242,2006&2021&2017,,,,,,,,,,,,,,
1,655,2006,2021,1,2.66870205,2017,2.868453255,2006&2021&2017,,,,,,,,,,,,,,
1,656,2006,2021,1,2.748404306,2017,2.869589131,2006&2021&2017,,,,,,,,,,,,,,
1,657,2006,2021,1,1.846597146,2017,3.97121514,2006&2021&2017,,,,,,,,,,,,,,
1,658,2006,2021,1,2.054704149,2017,3.563231119,2006&2021&2017,,,,,,,,,,,,,,
1,659,2006,2021,1,2.290499,2017,2.97835061,2006&2021&2017,,,,,,,,,,,,,,
1,660,2006,2021,1,2.341876592,2017,3.430345658,2006&2021&2017,,,,,,,,,,,,,,
1,661,2006,2021,1,2.622064564,2017,4.768897779,2006&2021&2017,,,,,,,,,,,,,,
1,662,2006,2021,1,1.642230033,2017,3.540297943,2006&2021&2017,,,,,,,,,,,,,,
1,663,2006,2021,1,1.707540438,2017,3.825988616,2006&2021&2017,,,,,,,,,,,,,,
1,664,2006,2021,1,1.081419625,2017,3.300465594,2006&2021&2017,,,,,,,,,,,,,,
1,665,2006,2021,1,1.69624518,2017,2.566888944,2006&2021&2017,,,,,,,,,,,,,,
1,666,2006,2021,1,1.048973155,2017,3.904678022,2006&2021&2017,,,,,,,,,,,,,,
1,667,2006,2021,1,1.411387412,2017,2.783425549,2006&2021&2017,,,,,,,,,,,,,,
1,668,2006,2021,1,1.245749665,2017,3.68663684,2006&2021&2017,,,,,,,,,,,,,,
1,669,2006,2021,1,1.333990557,2017,3.598621176,2006&2021&2017,,,,,,,,,,,,,,
1,670,2006,2021,1,0.985547334,2017,3.095277877,2006&2021&2017,,,,,,,,,,,,,,
1,671,2006,2021,1,1.406311234,2017,2.978596182,2006&2021&2017,,,,,,,,,,,,,,
1,672,2006,2021,1,1.879914557,2017,3.077264544,2006&2021&2017,,,,,,,,,,,,,,
1,673,2006,2021,1,1.62258613,2017,3.579020636,2006&2021&2017,,,,,,,,,,,,,,
1,674,2006,2021,1,1.418846882,2017,3.720208389,2006&2021&2017,,,,,,,,,,,,,,
1,675,2006,2021,1,2.059325542,2017,3.362387977,2006&2021&2017,,,,,,,,,,,,,,
1,676,2006,2021,1,2.242650095,2017,3.673951566,2006&2021&2017,,,,,,,,,,,,,,
1,677,2006,2021,1,2.578840612,2017,4.194077598,2006&2021&2017,,,,,,,,,,,,,,
1,678,2006,2021,1,1.758297359,2017,4.114419569,2006&2021&2017,,,,,,,,,,,,,,
1,679,2006,2021,1,1.892152037,2017,4.731561928,2006&2021&2017,,,,,,,,,,,,,,
1,680,2006,2021,1,2.256659296,2017,4.44422297,2006&2021&2017,,,,,,,,,,,,,,
1,681,2006,2021,1,1.782295735,2017,4.756058216,2006&2021&2017,,,,,,,,,,,,,,
1,682,2006,2021,1,2.063547544,2017,3.952353427,2006&2021&2017,,,,,,,,,,,,,,
1,683,2006,2021,1,1.163785818,2017,4.011541602,2006&2021&2017,,,,,,,,,,,,,,
1,684,2006,2021,1,1.964300295,2017,3.428822067,2006&2021&2017,,,,,,,,,,,,,,
1,685,2006,2021,1,2.058803266,2017,3.014938161,2006&2021&2017,,,,,,,,,,,,,,
1,686,2006,2021,1,1.375144497,2017,3.007721187,2006&2021&2017,,,,,,,,,,,,,,
1,687,2006,2021,1,2.175386473,2017,3.504096172,2006&2021&2017,,,,,,,,,,,,,,
1,688,2006,2021,1,4.209970795,2017,3.206504903,2006&2021&2017,,,,,,,,,,,,,,
1,689,2006,2021,1,7.309628899,2017,4.089975688,2006&2021&2017,,,,,,,,,,,,,,
1,690,2006,2021,1,2.17760085,2017,3.66991691,2006&2021&2017,,,,,,,,,,,,,,
1,691,2006,2021,1,1.709114517,2017,3.795051217,2006&2021&2017,,,,,,,,,,,,,,
1,692,2006,2021,1,4.54199931,2017,4.249960684,2006&2021&2017,,,,,,,,,,,,,,
1,693,2006,2021,1,6.849082796,2017,3.963604157,2006&2021&2017,,,,,,,,,,,,,,
1,694,2006,2021,1,1.416189228,2017,2.74134779,2006&2021&2017,,,,,,,,,,,,,,
1,695,2006,2021,1,2.915549821,2017,3.210247533,2006&2021&2017,,,,,,,,,,,,,,
1,696,2006,2021,1,3.591256901,2017,3.774990937,2006&2021&2017,,,,,,,,,,,,,,
1,697,2006,2021,1,2.055037131,2017,3.982215049,2006&2021&2017,,,,,,,,,,,,,,
1,698,2006,2021,1,4.890982362,2017,3.548389114,2006&2021&2017,,,,,,,,,,,,,,
1,699,2006,2021,1,2.768372048,2017,3.445295817,2006&2021&2017,,,,,,,,,,,,,,
1,700,2006,2021,1,4.527904191,2017,4.403968031,2006&2021&2017,,,,,,,,,,,,,,
1,701,2006,2021,1,1.888969126,2017,3.737339587,2006&2021&2017,,,,,,,,,,,,,,
1,702,2006,2021,1,2.417158697,2017,4.092098596,2006&2021&2017,,,,,,,,,,,,,,
1,703,2006,2021,1,2.162946762,2017,4.677437322,2006&2021&2017,,,,,,,,,,,,,,
1,704,2006,2021,1,2.80748165,2017,3.370193997,2006&2021&2017,,,,,,,,,,,,,,
1,705,2006,2021,1,2.486811409,2017,3.790222818,2006&2021&2017,,,,,,,,,,,,,,
1,706,2006,2021,1,3.875861167,2017,3.983431344,2006&2021&2017,,,,,,,,,,,,,,
1,707,2006,2021,1,3.255815019,2017,3.848098006,2006&2021&2017,,,,,,,,,,,,,,
1,708,2006,2021,1,2.313635912,2017,3.380536235,2006&2021&2017,,,,,,,,,,,,,,
2,709,2011,2021,1,2.129345263,2017,3.380536235,2011&2021&2017,,,,,,,,,,,,,,
2,710,2011,2021,1,2.642826849,2017,4.526538899,2011&2021&2017,,,,,,,,,,,,,,
2,711,2011,2021,1,3.292956031,2017,4.319047611,2011&2021&2017,,,,,,,,,,,,,,
2,712,2011,2021,1,4.456243629,2017,4.570352078,2011&2021&2017,,,,,,,,,,,,,,
2,713,2011,2021,1,4.645957317,2017,3.278065318,2011&2021&2017,,,,,,,,,,,,,,
2,714,2011,2021,1,4.105236086,2017,3.350832812,2011&2021&2017,,,,,,,,,,,,,,
2,715,2011,2021,1,4.645436107,2017,3.665184214,2011&2021&2017,,,,,,,,,,,,,,
2,716,2011,2021,1,4.174081153,2017,2.787952764,2011&2021&2017,,,,,,,,,,,,,,
2,717,2011,2021,1,4.543799226,2017,4.755477851,2011&2021&2017,,,,,,,,,,,,,,
2,718,2011,2021,1,4.639927608,2017,3.116875875,2011&2021&2017,,,,,,,,,,,,,,
2,719,2011,2021,1,5.609343702,2017,3.171509349,2011&2021&2017,,,,,,,,,,,,,,
2,720,2011,2021,1,7.12027599,2017,3.906233154,2011&2021&2017,,,,,,,,,,,,,,
2,721,2011,2021,1,5.758881027,2017,3.775297306,2011&2021&2017,,,,,,,,,,,,,,
2,722,2011,2021,1,5.335350811,2017,3.872216488,2011&2021&2017,,,,,,,,,,,,,,
2,723,2011,2021,1,8.900963138,2017,4.01883173,2011&2021&2017,,,,,,,,,,,,,,
2,724,2011,2021,1,10.6085152,2017,3.737323007,2011&2021&2017,,,,,,,,,,,,,,
2,725,2011,2021,1,6.836904964,2017,4.063197648,2011&2021&2017,,,,,,,,,,,,,,
2,726,2011,2021,1,5.289116975,2017,3.831847969,2011&2021&2017,,,,,,,,,,,,,,
2,727,2011,2021,1,5.324424987,2017,2.662954905,2011&2021&2017,,,,,,,,,,,,,,
2,728,2011,2021,1,3.826157412,2017,3.525136312,2011&2021&2017,,,,,,,,,,,,,,
2,729,2011,2021,1,3.46667748,2017,4.925713875,2011&2021&2017,,,,,,,,,,,,,,
2,730,2011,2021,1,4.079561496,2017,3.842985956,2011&2021&2017,,,,,,,,,,,,,,
2,731,2011,2021,1,3.353566831,2017,3.466227786,2011&2021&2017,,,,,,,,,,,,,,
2,732,2011,2021,1,3.185665708,2017,3.879096581,2011&2021&2017,,,,,,,,,,,,,,
2,733,2011,2021,1,3.480363511,2017,4.783313426,2011&2021&2017,,,,,,,,,,,,,,
2,734,2011,2021,1,4.178749295,2017,3.819700216,2011&2021&2017,,,,,,,,,,,,,,
2,735,2011,2021,1,4.517502782,2017,3.533107526,2011&2021&2017,,,,,,,,,,,,,,
2,736,2011,2021,1,4.409642888,2017,3.50483326,2011&2021&2017,,,,,,,,,,,,,,
2,737,2011,2021,1,4.314672163,2017,3.823043001,2011&2021&2017,,,,,,,,,,,,,,
2,738,2011,2021,1,4.231120245,2017,3.899440845,2011&2021&2017,,,,,,,,,,,,,,
2,739,2011,2021,1,6.907598766,2017,2.326727759,2011&2021&2017,,,,,,,,,,,,,,
2,740,2011,2021,1,7.612717081,2017,4.037676293,2011&2021&2017,,,,,,,,,,,,,,
2,741,2011,2021,1,4.777852266,2017,3.1647085,2011&2021&2017,,,,,,,,,,,,,,
2,742,2011,2021,1,2.624068721,2017,3.599316575,2011&2021&2017,,,,,,,,,,,,,,
2,743,2011,2021,1,6.022901729,2017,2.949091879,2011&2021&2017,,,,,,,,,,,,,,
2,744,2011,2021,1,11.00068743,2017,3.432220051,2011&2021&2017,,,,,,,,,,,,,,
2,745,2011,2021,1,9.155981744,2017,4.175645999,2011&2021&2017,,,,,,,,,,,,,,
2,746,2011,2021,1,5.269050634,2017,3.424612266,2011&2021&2017,,,,,,,,,,,,,,
2,747,2011,2021,1,4.135268726,2017,3.563502276,2011&2021&2017,,,,,,,,,,,,,,
2,748,2011,2021,1,5.188026679,2017,3.449203074,2011&2021&2017,,,,,,,,,,,,,,
2,749,2011,2021,1,5.602126101,2017,4.365675749,2011&2021&2017,,,,,,,,,,,,,,
2,750,2011,2021,1,5.602126101,2017,3.64169251,2011&2021&2017,,,,,,,,,,,,,,
2,751,2011,2021,1,8.178003734,2017,2.653131523,2011&2021&2017,,,,,,,,,,,,,,
2,752,2011,2021,1,8.178003734,2017,2.929806825,2011&2021&2017,,,,,,,,,,,,,,
2,753,2011,2021,1,10.17603508,2017,3.246501048,2011&2021&2017,,,,,,,,,,,,,,
2,754,2011,2021,1,9.996025361,2017,3.652266631,2011&2021&2017,,,,,,,,,,,,,,
2,755,2011,2021,1,11.7610335,2017,3.443043359,2011&2021&2017,,,,,,,,,,,,,,
2,756,2011,2021,1,9.749508361,2017,4.394452439,2011&2021&2017,,,,,,,,,,,,,,
2,757,2011,2021,1,3.64745322,2017,3.974445347,2011&2021&2017,,,,,,,,,,,,,,
2,758,2011,2021,1,2.452725856,2017,3.556331452,2011&2021&2017,,,,,,,,,,,,,,
2,759,2011,2021,1,1.781107685,2017,2.947614219,2011&2021&2017,,,,,,,,,,,,,,
2,760,2011,2021,1,1.886299587,2017,3.609013854,2011&2021&2017,,,,,,,,,,,,,,
2,761,2011,2021,1,2.367471732,2017,4.527970718,2011&2021&2017,,,,,,,,,,,,,,
2,762,2011,2021,1,1.982609314,2017,3.844732845,2011&2021&2017,,,,,,,,,,,,,,
2,763,2011,2021,1,1.486193198,2017,3.371589469,2011&2021&2017,,,,,,,,,,,,,,
2,764,2011,2021,1,1.235834749,2017,3.584893567,2011&2021&2017,,,,,,,,,,,,,,
2,765,2011,2021,1,1.124114627,2017,3.596634778,2011&2021&2017,,,,,,,,,,,,,,
2,766,2011,2021,1,5.839520198,2017,4.088889381,2011&2021&2017,,,,,,,,,,,,,,
2,767,2011,2021,1,15.37129632,2017,3.614961303,2011&2021&2017,,,,,,,,,,,,,,
2,768,2011,2021,1,16.35113156,2017,3.104778204,2011&2021&2017,,,,,,,,,,,,,,
2,769,2011,2021,1,8.548050122,2017,3.835062702,2011&2021&2017,,,,,,,,,,,,,,
2,770,2011,2021,1,3.828475122,2017,4.710468549,2011&2021&2017,,,,,,,,,,,,,,
2,771,2011,2021,1,2.421243902,2017,3.391048559,2011&2021&2017,,,,,,,,,,,,,,
2,772,2011,2021,1,1.499613066,2017,3.814868276,2011&2021&2017,,,,,,,,,,,,,,
2,773,2011,2021,1,1.213893068,2017,4.393299987,2011&2021&2017,,,,,,,,,,,,,,
2,774,2011,2021,1,1.693552984,2017,3.709090712,2011&2021&2017,,,,,,,,,,,,,,
2,775,2011,2021,1,2.481780531,2017,2.86140591,2011&2021&2017,,,,,,,,,,,,,,
2,776,2011,2021,1,2.053618534,2017,4.115807882,2011&2021&2017,,,,,,,,,,,,,,
2,777,2011,2021,1,1.415200668,2017,4.27137459,2011&2021&2017,,,,,,,,,,,,,,
