経過年数,建設時健全度（1と仮定）,調査時健全度,定数項（x1＝1）,管径,管渠延長,スパンID,調査年,建設年,材質番号（1 ヒューム管）
31,1,1,1,0.151515152,0.143809524,12978040,2010,1979,1
31,1,2,1,0.151515152,0.142857143,12978052,2010,1979,1
31,1,1,1,0.151515152,0.105238095,12979008,2010,1979,1
31,1,2,1,0.151515152,0.099047619,12979020,2010,1979,1
31,1,3,1,0.151515152,0.154285714,12979035,2010,1979,1
31,1,2,1,0.151515152,0.142380952,12979046,2010,1979,1
29,1,2,1,0.151515152,0.120238095,12979078,2010,1981,1
29,1,3,1,0.151515152,0.138380952,12979087,2010,1981,1
25,1,4,1,0.121212121,0.180285714,12985011,2013,1988,1
26,1,1,1,0.121212121,0.142047619,12985028,2013,1987,1
26,1,3,1,0.121212121,0.181142857,12985040,2013,1987,1
22,1,1,1,0.121212121,0.142285714,12985055,2013,1991,1
22,1,1,1,0.121212121,0.204238095,12985066,2013,1991,1
25,1,1,1,0.121212121,0.190285714,12985085,2013,1988,1
26,1,2,1,0.121212121,0.170714286,12986006,2013,1987,1
26,1,1,1,0.121212121,0.165904762,12986012,2013,1987,1
22,1,1,1,0.121212121,0.223047619,12986020,2013,1991,1
35,1,3,1,0.121212121,0.143857143,12986024,2013,1978,1
35,1,4,1,0.121212121,0.100952381,12986036,2013,1978,1
19,1,1,1,0.121212121,0.218095238,12986048,2013,1994,1
26,1,2,1,0.121212121,0.194809524,12986051,2013,1987,1
26,1,1,1,0.121212121,0.19952381,12986062,2013,1987,1
31,1,1,1,0.151515152,0.143809524,12989006,2010,1979,1
31,1,2,1,0.151515152,0.119047619,12989032,2010,1979,1
31,1,2,1,0.151515152,0.162380952,12989055,2010,1979,1
39,1,3,1,0.151515152,0.183095238,12989061,2010,1971,1
39,1,4,1,0.151515152,0.156809524,12989072,2010,1971,1
39,1,4,1,0.151515152,0.129809524,12989078,2010,1971,1
39,1,4,1,0.151515152,0.117619048,12989087,2010,1971,1
37,1,4,1,0.151515152,0.143904762,12989099,2010,1973,1
37,1,4,1,0.151515152,0.144904762,12989111,2010,1973,1
25,1,1,1,0.121212121,0.079809524,12994010,2013,1988,1
25,1,2,1,0.121212121,0.182666667,12994021,2013,1988,1
26,1,1,1,0.181818182,0.158190476,12994033,2013,1987,1
22,1,2,1,0.181818182,0.180857143,12995009,2013,1991,1
22,1,3,1,0.121212121,0.161047619,12995022,2013,1991,1
22,1,2,1,0.121212121,0.116047619,12995034,2013,1991,1
22,1,1,1,0.121212121,0.160142857,12995041,2013,1991,1
22,1,1,1,0.181818182,0.175571429,12995052,2013,1991,1
22,1,1,1,0.181818182,0.072666667,12995069,2013,1991,1
25,1,2,1,0.121212121,0.242380952,12995082,2013,1988,1
35,1,4,1,0.121212121,0.159285714,12996011,2013,1978,1
35,1,3,1,0.121212121,0.15052381,12996027,2013,1978,1
35,1,3,1,0.121212121,0.144428571,12996032,2013,1978,1
35,1,4,1,0.121212121,0.140380952,12996044,2013,1978,1
35,1,4,1,0.121212121,0.139428571,12996056,2013,1978,1
35,1,4,1,0.121212121,0.113047619,12996068,2013,1978,1
35,1,3,1,0.121212121,0.141047619,12996080,2013,1978,1
35,1,4,1,0.121212121,0.145714286,12996091,2013,1978,1
35,1,3,1,0.121212121,0.168714286,12996104,2013,1978,1
35,1,3,1,0.121212121,0.144952381,12997011,2013,1978,1
35,1,4,1,0.121212121,0.142761905,12997034,2013,1978,1
35,1,3,1,0.121212121,0.143047619,12997046,2013,1978,1
35,1,3,1,0.121212121,0.143,12997058,2013,1978,1
35,1,3,1,0.121212121,0.145333333,12997070,2013,1978,1
32,1,1,1,0.151515152,0.142857143,12998007,2011,1979,1
32,1,2,1,0.151515152,0.143333333,12998020,2011,1979,1
31,1,1,1,0.151515152,0.143333333,12999014,2010,1979,1
32,1,4,1,0.151515152,0.142857143,12999030,2011,1979,1
37,1,3,1,0.151515152,0.142047619,12999049,2010,1973,1
37,1,4,1,0.151515152,0.11947619,12999060,2010,1973,1
37,1,3,1,0.151515152,0.143571429,12999071,2010,1973,1
37,1,1,1,0.151515152,0.104952381,12999083,2010,1973,1
37,1,4,1,0.151515152,0.141238095,12999095,2010,1973,1
37,1,3,1,0.151515152,0.094809524,12999107,2010,1973,1
37,1,4,1,0.151515152,0.044285714,12999117,2010,1973,1
16,1,1,1,0.151515152,0.062809524,13709002,2012,1996,1
14,1,1,1,0.303030303,0.734619048,13785003,2013,1999,1
19,1,1,1,0.484848485,0.25952381,13796019,2013,1994,1
16,1,2,1,0.151515152,0.140285714,13800001,2012,1996,1
15,1,3,1,0.151515152,0.184380952,13800020,2012,1997,1
16,1,3,1,0.151515152,0.137857143,13810014,2012,1996,1
16,1,3,1,0.151515152,0.147238095,13810023,2012,1996,1
15,1,3,1,0.151515152,0.19047619,13810048,2012,1997,1
15,1,2,1,0.151515152,0.073285714,13810060,2012,1997,1
15,1,3,1,0.151515152,0.194571429,13810072,2012,1997,1
15,1,3,1,0.151515152,0.19452381,13810083,2012,1997,1
15,1,2,1,0.151515152,0.194809524,13810095,2012,1997,1
15,1,2,1,0.151515152,0.181952381,13810103,2012,1997,1
15,1,3,1,0.151515152,0.175761905,13810108,2012,1997,1
15,1,3,1,0.151515152,0.204428571,13811002,2012,1997,1
15,1,2,1,0.151515152,0.181714286,13811007,2012,1997,1
15,1,2,1,0.151515152,0.175714286,13811028,2012,1997,1
16,1,1,1,0.151515152,0.156761905,13811035,2012,1996,1
16,1,2,1,0.151515152,0.11447619,13811047,2012,1996,1
16,1,3,1,0.151515152,0.108809524,13811055,2012,1996,1
16,1,2,1,0.151515152,0.12852381,13811067,2012,1996,1
16,1,2,1,0.151515152,0.137190476,13811077,2012,1996,1
16,1,3,1,0.151515152,0.197190476,13811086,2012,1996,1
16,1,3,1,0.151515152,0.164047619,13820010,2012,1996,1
15,1,2,1,0.151515152,0.176047619,13820018,2012,1997,1
15,1,3,1,0.151515152,0.16652381,13820027,2012,1997,1
15,1,2,1,0.151515152,0.040190476,13820039,2012,1997,1
15,1,3,1,0.151515152,0.127666667,13820051,2012,1997,1
15,1,3,1,0.151515152,0.067142857,13821008,2012,1997,1
14,1,3,1,0.151515152,0.097857143,13822004,2012,1998,1
14,1,1,1,0.151515152,0.061095238,13822016,2012,1998,1
14,1,1,1,0.151515152,0.013857143,13822027,2012,1998,1
15,1,3,1,0.151515152,0.216428571,13822041,2012,1997,1
20,1,2,1,0.242424242,0.328285714,13836025,2013,1993,1
19,1,1,1,0.242424242,0.08347619,13848003,2013,1994,1
21,1,1,1,0.242424242,0.108666667,13849002,2013,1992,1
21,1,1,1,0.242424242,0.293952381,13859001,2013,1992,1
21,1,2,1,0.242424242,0.331761905,13869009,2013,1992,1
17,1,3,1,0.151515152,0.132142857,13871004,2012,1995,1
14,1,4,1,0.121212121,0.210333333,13871012,2012,1998,1
17,1,2,1,0.151515152,0.064190476,13871029,2012,1995,1
18,1,3,1,0.151515152,0.098619048,13874047,2012,1994,1
18,1,3,1,0.151515152,0.241809524,13874074,2012,1994,1
19,1,3,1,0.151515152,0.133857143,13875015,2013,1994,1
19,1,1,1,0.151515152,0.123904762,13876013,2013,1994,1
19,1,2,1,0.151515152,0.128714286,13876017,2013,1994,1
19,1,1,1,0.151515152,0.128714286,13876020,2013,1994,1
19,1,1,1,0.151515152,0.143047619,13876025,2013,1994,1
19,1,3,1,0.151515152,0.085714286,13876045,2013,1994,1
19,1,2,1,0.151515152,0.143333333,13876050,2013,1994,1
19,1,1,1,0.151515152,0.143142857,13876057,2013,1994,1
19,1,1,1,0.151515152,0.097142857,13876069,2013,1994,1
20,1,3,1,0.151515152,0.171333333,13882003,2012,1992,1
20,1,3,1,0.151515152,0.233952381,13882020,2012,1992,1
21,1,2,1,0.151515152,0.127190476,13882046,2012,1991,1
21,1,4,1,0.181818182,0.084952381,13883055,2012,1991,1
23,1,1,1,0.212121212,0.137952381,13884049,2012,1989,1
27,1,1,1,0.151515152,0.193857143,13885043,2013,1986,1
26,1,2,1,0.151515152,0.15647619,13885088,2013,1987,1
29,1,1,1,0.272727273,0.122666667,13886031,2013,1984,1
28,1,1,1,0.272727273,0.118857143,13886034,2013,1985,1
30,1,3,1,0.121212121,0.102761905,13886064,2013,1983,1
26,1,2,1,0.151515152,0.188952381,13887017,2013,1987,1
31,1,1,1,0.272727273,0.14452381,13887033,2013,1982,1
26,1,1,1,0.272727273,0.327952381,13888033,2013,1987,1
26,1,2,1,0.272727273,0.328285714,13889006,2013,1987,1
26,1,1,1,0.272727273,0.22952381,13889011,2013,1987,1
19,1,1,1,0.424242424,0.249380952,13891034,2012,1993,1
20,1,1,1,0.424242424,0.262761905,13891057,2013,1993,1
28,1,1,1,0.151515152,0.103,13893024,2012,1984,1
25,1,2,1,0.121212121,0.170666667,13904008,2013,1988,1
26,1,2,1,0.181818182,0.232809524,13904020,2013,1987,1
25,1,1,1,0.181818182,0.233238095,12996022,2013,1988,1
35,1,3,1,0.121212121,0.145761905,13906002,2013,1978,1
35,1,3,1,0.121212121,0.142333333,13906007,2013,1978,1
35,1,2,1,0.151515152,0.07847619,13906011,2013,1978,1
35,1,3,1,0.121212121,0.105190476,13906023,2013,1978,1
22,1,2,1,0.151515152,0.164142857,13907042,2013,1991,1
22,1,1,1,0.151515152,0.23747619,13907054,2013,1991,1
35,1,3,1,0.121212121,0.150857143,13907084,2013,1978,1
32,1,3,1,0.151515152,0.095238095,13908020,2011,1979,1
32,1,1,1,0.151515152,0.095714286,13908028,2011,1979,1
23,1,4,1,0.121212121,0.064285714,13908042,2010,1987,1
24,1,4,1,0.121212121,0.188809524,13908052,2010,1986,1
23,1,2,1,0.121212121,0.180952381,13908063,2010,1987,1
39,1,4,1,0.151515152,0.187857143,13909018,2010,1971,1
23,1,3,1,0.121212121,0.238095238,13909023,2010,1987,1
23,1,4,1,0.121212121,0.218571429,13909035,2010,1987,1
23,1,1,1,0.121212121,0.238095238,13909062,2010,1987,1
24,1,3,1,0.121212121,0.204285714,13909074,2010,1986,1
41,1,4,1,0.151515152,0.199428571,13916006,2013,1972,1
41,1,2,1,0.151515152,0.127,13916024,2013,1972,1
41,1,1,1,0.151515152,0.133380952,13916032,2013,1972,1
41,1,3,1,0.151515152,0.114047619,13916044,2013,1972,1
41,1,1,1,0.151515152,0.173428571,13916056,2013,1972,1
22,1,1,1,0.151515152,0.060714286,13917007,2013,1991,1
41,1,2,1,0.151515152,0.14047619,13917020,2013,1972,1
41,1,1,1,0.151515152,0.166380952,13917049,2013,1972,1
22,1,2,1,0.151515152,0.19947619,13917064,2013,1991,1
24,1,3,1,0.151515152,0.085904762,13917069,2011,1987,1
24,1,3,1,0.121212121,0.114952381,13917080,2011,1987,1
24,1,1,1,0.121212121,0.115428571,13917086,2011,1987,1
26,1,1,1,0.121212121,0.111904762,13918008,2013,1987,1
24,1,3,1,0.121212121,0.147619048,13918030,2010,1986,1
23,1,2,1,0.121212121,0.142857143,13918047,2010,1987,1
23,1,3,1,0.121212121,0.204761905,13918056,2010,1987,1
23,1,1,1,0.121212121,0.038095238,13918068,2010,1987,1
23,1,4,1,0.121212121,0.233333333,13918079,2010,1987,1
23,1,4,1,0.121212121,0.204761905,13918091,2010,1987,1
23,1,3,1,0.121212121,0.185714286,13918103,2010,1987,1
23,1,1,1,0.121212121,0.085714286,13919001,2010,1987,1
23,1,3,1,0.121212121,0.185714286,13919011,2010,1987,1
23,1,2,1,0.121212121,0.138095238,13919022,2010,1987,1
24,1,1,1,0.121212121,0.167142857,13919032,2010,1986,1
24,1,3,1,0.121212121,0.164047619,13919042,2010,1986,1
31,1,4,1,0.151515152,0.080333333,13919050,2010,1979,1
24,1,1,1,0.121212121,0.129238095,13919068,2010,1986,1
26,1,2,1,0.181818182,0.157285714,13924001,2013,1987,1
25,1,1,1,0.121212121,0.137619048,13925020,2013,1988,1
25,1,2,1,0.121212121,0.194904762,13925043,2013,1988,1
22,1,1,1,0.121212121,0.066095238,13925055,2013,1991,1
22,1,1,1,0.121212121,0.20447619,13926003,2013,1991,1
41,1,3,1,0.151515152,0.204714286,13926016,2013,1972,1
41,1,2,1,0.151515152,0.15247619,13926026,2013,1972,1
41,1,2,1,0.151515152,0.142333333,13926044,2013,1972,1
41,1,3,1,0.151515152,0.180714286,13926060,2013,1972,1
41,1,2,1,0.151515152,0.214,13926078,2013,1972,1
41,1,3,1,0.151515152,0.11252381,13927005,2013,1972,1
41,1,2,1,0.151515152,0.199142857,13927012,2013,1972,1
41,1,3,1,0.151515152,0.223761905,13927020,2013,1972,1
41,1,2,1,0.151515152,0.207666667,13927040,2013,1972,1
41,1,2,1,0.151515152,0.166952381,13927052,2013,1972,1
41,1,3,1,0.151515152,0.202095238,13927064,2013,1972,1
41,1,4,1,0.151515152,0.128904762,13927076,2013,1972,1
41,1,2,1,0.151515152,0.14352381,13928004,2013,1972,1
24,1,2,1,0.121212121,0.085714286,13928008,2011,1987,1
23,1,3,1,0.121212121,0.219047619,13928020,2010,1987,1
23,1,3,1,0.121212121,0.223809524,13928031,2010,1987,1
23,1,2,1,0.121212121,0.176190476,13928043,2010,1987,1
23,1,3,1,0.121212121,0.060952381,13929008,2010,1987,1
23,1,3,1,0.121212121,0.161904762,13929012,2010,1987,1
24,1,2,1,0.121212121,0.204761905,13929023,2010,1986,1
23,1,1,1,0.121212121,0.076190476,13929034,2010,1987,1
24,1,2,1,0.121212121,0.119047619,13929046,2010,1986,1
24,1,1,1,0.121212121,0.10952381,13929058,2010,1986,1
25,1,1,1,0.121212121,0.161333333,13935009,2013,1988,1
26,1,1,1,0.121212121,0.223285714,13935027,2013,1987,1
25,1,1,1,0.121212121,0.185142857,13935039,2013,1988,1
25,1,3,1,0.121212121,0.175761905,13935055,2013,1988,1
25,1,3,1,0.121212121,0.19,13935058,2013,1988,1
25,1,3,1,0.121212121,0.175714286,13935068,2013,1988,1
25,1,1,1,0.121212121,0.071380952,13935070,2013,1988,1
25,1,1,1,0.121212121,0.127904762,13935080,2013,1988,1
25,1,1,1,0.121212121,0.118190476,13935092,2013,1988,1
25,1,2,1,0.121212121,0.147047619,13935104,2013,1988,1
25,1,3,1,0.121212121,0.228571429,13935113,2013,1988,1
22,1,2,1,0.121212121,0.213761905,13936023,2013,1991,1
22,1,3,1,0.121212121,0.165761905,13936027,2013,1991,1
22,1,1,1,0.121212121,0.142380952,13936035,2013,1991,1
22,1,2,1,0.121212121,0.176333333,13936040,2013,1991,1
22,1,1,1,0.121212121,0.187190476,13936047,2013,1991,1
22,1,1,1,0.121212121,0.185095238,13936059,2013,1991,1
22,1,1,1,0.121212121,0.181285714,13936071,2013,1991,1
22,1,2,1,0.121212121,0.157190476,13936080,2013,1991,1
26,1,2,1,0.121212121,0.167047619,13937014,2013,1987,1
41,1,2,1,0.151515152,0.094857143,13937028,2013,1972,1
41,1,2,1,0.151515152,0.196952381,13937037,2013,1972,1
26,1,1,1,0.121212121,0.180809524,13937048,2013,1987,1
26,1,1,1,0.121212121,0.223047619,13937060,2013,1987,1
26,1,2,1,0.121212121,0.157142857,13938006,2013,1987,1
23,1,2,1,0.121212121,0.20952381,13938012,2010,1987,1
23,1,3,1,0.121212121,0.185714286,13938030,2010,1987,1
23,1,2,1,0.121212121,0.20952381,13938042,2010,1987,1
23,1,3,1,0.121212121,0.185714286,13938054,2010,1987,1
23,1,4,1,0.121212121,0.166666667,13938064,2010,1987,1
23,1,4,1,0.121212121,0.180952381,13939001,2010,1987,1
24,1,1,1,0.121212121,0.171428571,13939006,2010,1986,1
24,1,2,1,0.121212121,0.214285714,13939014,2010,1986,1
23,1,3,1,0.121212121,0.224285714,13939020,2010,1987,1
24,1,3,1,0.121212121,0.092857143,13939034,2010,1986,1
24,1,3,1,0.121212121,0.119047619,13939046,2010,1986,1
24,1,2,1,0.121212121,0.071428571,13939058,2010,1986,1
22,1,1,1,0.121212121,0.213047619,13945012,2013,1991,1
22,1,2,1,0.121212121,0.166190476,13945015,2013,1991,1
22,1,3,1,0.121212121,0.128238095,13945033,2013,1991,1
26,1,3,1,0.121212121,0.21052381,13946001,2013,1987,1
22,1,1,1,0.121212121,0.123809524,13946006,2013,1991,1
22,1,1,1,0.121212121,0.19047619,13946016,2013,1991,1
26,1,2,1,0.121212121,0.118380952,13946027,2013,1987,1
26,1,2,1,0.121212121,0.094571429,13946037,2013,1987,1
26,1,3,1,0.121212121,0.104,13946049,2013,1987,1
26,1,2,1,0.121212121,0.090047619,13946064,2013,1987,1
26,1,3,1,0.121212121,0.207380952,13947009,2013,1987,1
26,1,1,1,0.121212121,0.194857143,13947020,2013,1987,1
26,1,1,1,0.121212121,0.094809524,13947033,2013,1987,1
26,1,3,1,0.121212121,0.164380952,13947044,2013,1987,1
26,1,1,1,0.121212121,0.094714286,13947056,2013,1987,1
26,1,1,1,0.121212121,0.228,13947068,2013,1987,1
26,1,2,1,0.121212121,0.199285714,13947080,2013,1987,1
21,1,3,1,0.121212121,0.11847619,13947090,2013,1992,1
23,1,3,1,0.121212121,0.166666667,13948015,2010,1987,1
23,1,4,1,0.121212121,0.133333333,13948026,2010,1987,1
23,1,2,1,0.121212121,0.10952381,13948049,2010,1987,1
23,1,1,1,0.121212121,0.085714286,13948061,2010,1987,1
15,1,1,1,0.151515152,0.183904762,13948082,2010,1995,1
23,1,3,1,0.121212121,0.157142857,13948043,2010,1987,1
23,1,2,1,0.121212121,0.095238095,13949015,2010,1987,1
23,1,3,1,0.121212121,0.104761905,13949023,2010,1987,1
23,1,2,1,0.121212121,0.114285714,13949028,2010,1987,1
23,1,3,1,0.121212121,0.095238095,13949046,2010,1987,1
24,1,4,1,0.121212121,0.095238095,13949058,2010,1986,1
24,1,2,1,0.121212121,0.114285714,13949069,2010,1986,1
24,1,3,1,0.121212121,0.114285714,13949082,2010,1986,1
24,1,2,1,0.121212121,0.114285714,13949095,2010,1986,1
24,1,2,1,0.121212121,0.114285714,13949108,2010,1986,1
24,1,3,1,0.121212121,0.119047619,13949121,2010,1986,1
22,1,2,1,0.121212121,0.082428571,13955005,2013,1991,1
22,1,2,1,0.121212121,0.142857143,13955014,2013,1991,1
22,1,2,1,0.121212121,0.210761905,13956006,2013,1991,1
22,1,2,1,0.121212121,0.194857143,13956018,2013,1991,1
22,1,2,1,0.121212121,0.194904762,13956027,2013,1991,1
22,1,2,1,0.121212121,0.194761905,13956039,2013,1991,1
26,1,2,1,0.121212121,0.090047619,13957006,2013,1987,1
23,1,1,1,0.121212121,0.095238095,13958004,2010,1987,1
23,1,3,1,0.121212121,0.076190476,13958015,2010,1987,1
23,1,1,1,0.121212121,0.094285714,13958027,2010,1987,1
23,1,3,1,0.121212121,0.066666667,13959014,2010,1987,1
24,1,3,1,0.121212121,0.085714286,13959030,2010,1986,1
19,1,2,1,0.151515152,0.16152381,13959044,2010,1991,1
19,1,1,1,0.242424242,0.136952381,13960003,2013,1994,1
28,1,1,1,0.151515152,0.122047619,13978006,2013,1985,1
28,1,1,1,0.151515152,0.187,13979011,2013,1985,1
26,1,1,1,0.363636364,0.118666667,13981002,2013,1987,1
28,1,2,1,0.151515152,0.143047619,13988001,2013,1985,1
28,1,1,1,0.151515152,0.142904762,13989008,2013,1985,1
40,1,2,1,0.151515152,0.117952381,13989018,2013,1973,1
25,1,1,1,0.363636364,0.076857143,13990027,2013,1988,1
20,1,2,1,0.727272727,0.737809524,13991053,2013,1993,1
16,1,3,1,0.151515152,0.13047619,14709019,2012,1996,1
16,1,4,1,0.151515152,0.146190476,14709028,2012,1996,1
20,1,2,1,0.151515152,0.108809524,14802011,2012,1992,1
24,1,2,1,0.424242424,0.434761905,14802019,2013,1989,1
28,1,3,1,0.151515152,0.083809524,14803016,2012,1984,1
22,1,3,1,0.151515152,0.232666667,14805001,2012,1990,1
20,1,1,1,0.151515152,0.054238095,14805022,2013,1993,1
25,1,1,1,0.606060606,0.377333333,14816009,2013,1988,1
20,1,2,1,0.151515152,0.137666667,14819003,2013,1993,1
20,1,2,1,0.151515152,0.138,14819014,2013,1993,1
9,1,1,1,0.363636364,0.03547619,14824005,2012,2003,1
10,1,2,1,0.363636364,0.142047619,14824028,2013,2003,1
7,1,1,1,0.151515152,0.03252381,14824050,2012,2005,1
10,1,2,1,0.363636364,0.165571429,14834039,2013,2003,1
10,1,1,1,0.242424242,0.06047619,14845018,2013,2003,1
9,1,3,1,0.242424242,0.174666667,14854010,2012,2003,1
9,1,1,1,0.242424242,0.068333333,14854069,2012,2003,1
10,1,1,1,0.363636364,0.106190476,14854074,2013,2003,1
18,1,1,1,0.151515152,0.136904762,14900003,2013,1995,1
20,1,1,1,0.151515152,0.114333333,14900028,2013,1993,1
20,1,1,1,0.151515152,0.112857143,14900042,2013,1993,1
20,1,3,1,0.151515152,0.143047619,14900054,2013,1993,1
20,1,1,1,0.151515152,0.142047619,14900066,2013,1993,1
20,1,2,1,0.151515152,0.128761905,14900074,2013,1993,1
20,1,2,1,0.151515152,0.142761905,14900081,2013,1993,1
20,1,1,1,0.151515152,0.096666667,14901019,2013,1993,1
20,1,1,1,0.151515152,0.142095238,14901026,2013,1993,1
23,1,2,1,0.606060606,0.307714286,14901037,2013,1990,1
20,1,2,1,0.181818182,0.14647619,14901050,2013,1993,1
20,1,1,1,0.151515152,0.118904762,14901062,2013,1993,1
20,1,1,1,0.151515152,0.106380952,14901074,2013,1993,1
20,1,2,1,0.151515152,0.143142857,14902016,2013,1993,1
20,1,3,1,0.151515152,0.056,14902024,2013,1993,1
21,1,1,1,0.181818182,0.203857143,14903009,2013,1992,1
25,1,3,1,0.151515152,0.243333333,14906028,2013,1988,1
29,1,1,1,0.151515152,0.215428571,14907015,2013,1984,1
30,1,1,1,0.151515152,0.156857143,14909004,2013,1983,1
20,1,1,1,0.151515152,0.127619048,14910015,2013,1993,1
25,1,2,1,0.606060606,0.574095238,14910026,2013,1988,1
20,1,1,1,0.151515152,0.10747619,14910038,2013,1993,1
20,1,2,1,0.151515152,0.143095238,14910049,2013,1993,1
20,1,2,1,0.151515152,0.126428571,14910061,2013,1993,1
20,1,1,1,0.151515152,0.098333333,14910081,2013,1993,1
25,1,2,1,0.606060606,0.493714286,14910088,2013,1988,1
20,1,2,1,0.151515152,0.14252381,14911007,2013,1993,1
20,1,2,1,0.151515152,0.14352381,14911018,2013,1993,1
20,1,1,1,0.151515152,0.109142857,14911029,2013,1993,1
20,1,1,1,0.151515152,0.119285714,14911031,2013,1993,1
20,1,1,1,0.151515152,0.089,14911041,2013,1993,1
20,1,2,1,0.151515152,0.095666667,14911053,2013,1993,1
20,1,3,1,0.151515152,0.130380952,14911065,2013,1993,1
20,1,2,1,0.151515152,0.133,14911077,2013,1993,1
20,1,1,1,0.151515152,0.143238095,14911089,2013,1993,1
20,1,1,1,0.151515152,0.142380952,14911099,2013,1993,1
20,1,1,1,0.151515152,0.084904762,14912002,2013,1993,1
20,1,3,1,0.151515152,0.142285714,14912011,2013,1993,1
38,1,1,1,0.151515152,0.094857143,14912017,2013,1975,1
38,1,1,1,0.151515152,0.093095238,14912038,2013,1975,1
38,1,1,1,0.151515152,0.100952381,14913001,2013,1975,1
38,1,1,1,0.151515152,0.147714286,14913010,2013,1975,1
38,1,1,1,0.151515152,0.137238095,14913040,2013,1975,1
21,1,2,1,0.151515152,0.127428571,14913067,2013,1992,1
21,1,1,1,1,0.952380952,14914008,2013,1992,1
29,1,2,1,0.151515152,0.183904762,14917056,2013,1984,1
29,1,2,1,0.151515152,0.210095238,14917068,2013,1984,1
20,1,1,1,0.151515152,0.143047619,14921015,2013,1993,1
20,1,1,1,0.151515152,0.096571429,14921018,2013,1993,1
20,1,2,1,0.151515152,0.101333333,14921020,2013,1993,1
20,1,3,1,0.151515152,0.095095238,14921037,2013,1993,1
20,1,2,1,0.151515152,0.097333333,14921049,2013,1993,1
20,1,2,1,0.151515152,0.099857143,14921061,2013,1993,1
20,1,2,1,0.151515152,0.143047619,14921070,2013,1993,1
20,1,3,1,0.151515152,0.122238095,14921088,2013,1993,1
20,1,1,1,0.151515152,0.098428571,14922002,2013,1993,1
38,1,1,1,0.151515152,0.161904762,14922026,2013,1975,1
20,1,1,1,0.151515152,0.095095238,14922033,2013,1993,1
38,1,1,1,0.151515152,0.10147619,14922047,2013,1975,1
24,1,2,1,0.151515152,0.076809524,14922059,2013,1989,1
38,1,1,1,0.151515152,0.096333333,14922071,2013,1975,1
38,1,1,1,0.151515152,0.133238095,14922083,2013,1975,1
38,1,1,1,0.151515152,0.143761905,14922090,2013,1975,1
38,1,2,1,0.151515152,0.085571429,14922093,2013,1975,1
38,1,1,1,0.151515152,0.110047619,14923018,2013,1975,1
20,1,2,1,0.151515152,0.135619048,14923038,2013,1993,1
20,1,2,1,0.151515152,0.177047619,14923049,2013,1993,1
21,1,2,1,0.151515152,0.080333333,14923074,2013,1992,1
31,1,2,1,0.151515152,0.114238095,14925017,2013,1982,1
20,1,1,1,0.151515152,0.119666667,14931004,2013,1993,1
38,1,1,1,0.151515152,0.133333333,14932015,2013,1975,1
38,1,1,1,0.151515152,0.159666667,14932026,2013,1975,1
20,1,1,1,0.151515152,0.172190476,14933033,2013,1993,1
20,1,3,1,0.151515152,0.24252381,14933034,2013,1993,1
20,1,1,1,0.151515152,0.127238095,14933037,2013,1993,1
20,1,1,1,0.151515152,0.140238095,14933049,2013,1993,1
20,1,1,1,0.151515152,0.219238095,14933063,2013,1993,1
20,1,1,1,0.151515152,0.2,14934012,2013,1993,1
20,1,1,1,0.151515152,0.246190476,14934026,2013,1993,1
20,1,1,1,0.151515152,0.177190476,14943010,2013,1993,1
12,1,1,1,0.151515152,0.167142857,14978004,2013,2001,1
25,1,1,1,0.181818182,0.154714286,15766007,2010,1985,1
25,1,1,1,0.181818182,0.097619048,15766021,2010,1985,1
18,1,3,1,0.151515152,0.052952381,15775024,2010,1992,1
15,1,1,1,0.181818182,0.067,15777004,2010,1995,1
23,1,3,1,0.212121212,0.151428571,15777034,2010,1987,1
36,1,3,1,0.151515152,0.044666667,15778018,2010,1974,1
36,1,3,1,0.151515152,0.128571429,15788027,2010,1974,1
36,1,3,1,0.151515152,0.105142857,15788040,2010,1974,1
36,1,2,1,0.151515152,0.147809524,15788053,2010,1974,1
